# mu values:
1.300000
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.03, 0.104463, 0.104464, 0.999992
0.04, 0.10931, 0.10931, 1
0.05, 0.113852, 0.113852, 1
0.06, 0.118038, 0.118038, 1.00001
0.07, 0.121881, 0.121881, 1
0.08, 0.125411, 0.125411, 0.999999
0.09, 0.128654, 0.128654, 1
0.1, 0.13164, 0.13164, 1
0.2, 0.151399, 0.151399, 1
0.3, 0.159719, 0.159719, 0.999998
0.4, 0.161208, 0.161208, 1
0.5, 0.157819, 0.157819, 1
0.6, 0.150435, 0.150435, 1
0.7, 0.13926, 0.13926, 1
0.8, 0.123639, 0.12364, 0.999995
0.9, 0.100554, 0.100554, 0.999999
0.0001, 0.217482, 0.217482, 1
0.0002, 0.183937, 0.183937, 1
0.0003, 0.167188, 0.167186, 1.00001
0.0004, 0.156528, 0.156528, 1
0.0005, 0.148943, 0.148943, 1
0.0006, 0.143183, 0.143181, 1.00001
0.0007, 0.138612, 0.138612, 1
0.0008, 0.134875, 0.134875, 1
0.0009, 0.131749, 0.131749, 1.00001
0.001, 0.129086, 0.129086, 1
0.002, 0.114717, 0.114717, 1
0.003, 0.108853, 0.108852, 1.00001
0.004, 0.10585, 0.10585, 1
0.005, 0.1042, 0.1042, 1
0.006, 0.103304, 0.103304, 1.00001
0.007, 0.102871, 0.102871, 1
0.008, 0.102742, 0.102741, 1.00001
0.009, 0.102828, 0.102829, 0.999989
0.01, 0.103052, 0.103052, 1
0.02, 0.108505, 0.108505, 1
0.03, 0.115189, 0.11519, 0.999991
0.04, 0.121698, 0.121698, 1
0.05, 0.127848, 0.127848, 1
0.06, 0.133633, 0.133631, 1.00002
0.07, 0.13908, 0.13908, 0.999998
0.08, 0.144234, 0.144234, 0.999999
0.09, 0.149117, 0.149117, 0.999998
0.1, 0.153764, 0.153764, 1
0.2, 0.19082, 0.19082, 1
0.3, 0.216654, 0.216655, 0.999999
0.4, 0.234787, 0.234787, 1
0.5, 0.246504, 0.246504, 1
0.6, 0.252722, 0.252722, 1
0.7, 0.255456, 0.255456, 1
0.8, 0.259235, 0.259235, 1
0.9, 0.266229, 0.266229, 0.999999
0.0001, 0.213788, 0.213788, 1
0.0002, 0.1807, 0.1807, 1
0.0003, 0.16337, 0.163368, 1.00001
0.0004, 0.151921, 0.151921, 1
0.0005, 0.143508, 0.143508, 1
0.0006, 0.136928, 0.136926, 1.00001
0.0007, 0.131563, 0.131562, 1
0.0008, 0.127062, 0.127061, 1
0.0009, 0.123202, 0.123201, 1.00001
0.001, 0.119834, 0.119834, 1
0.002, 0.0996319, 0.0996318, 1
0.003, 0.0893069, 0.0893059, 1.00001
0.004, 0.0826107, 0.0826105, 1
0.005, 0.0777653, 0.0777652, 1
0.006, 0.074027, 0.0740259, 1.00002
0.007, 0.0710155, 0.0710152, 1
0.008, 0.0685179, 0.0685172, 1.00001
0.009, 0.0663996, 0.0663997, 0.999998
0.01, 0.0645661, 0.0645661, 1
0.02, 0.0539993, 0.0539992, 1
0.03, 0.0489516, 0.0489513, 1.00001
0.04, 0.0458431, 0.045843, 1
0.05, 0.0436877, 0.0436877, 1
0.06, 0.0420841, 0.0420832, 1.00002
0.07, 0.040831, 0.0408309, 1
0.08, 0.0398201, 0.03982, 1
0.09, 0.0389813, 0.0389812, 1
0.1, 0.0382717, 0.0382717, 1
0.2, 0.0344479, 0.0344479, 1
0.3, 0.0329786, 0.0329785, 1
0.4, 0.0328144, 0.0328144, 1
0.5, 0.0340554, 0.0340554, 0.999999
0.6, 0.037001, 0.037001, 1
0.7, 0.0418893, 0.0418893, 1
0.8, 0.0485936, 0.0485936, 1
0.9, 0.0556132, 0.0556132, 0.999999
0.0001, -2.58056e-31, 0, -inf
0.0002, -3.11221e-18, 0, -inf
0.0003, -2.78253e-18, 0, -inf
0.0004, -6.59646e-18, 0, -inf
0.0005, 1.84337e-18, 0, inf
0.0006, -1.06227e-17, 0, -inf
0.0007, 2.07739e-18, 0, inf
0.0008, -7.64883e-18, 0, -inf
0.0009, 1.82433e-18, 0, inf
0.001, 1.73472e-18, 0, inf
0.002, -5.20562e-18, 0, -inf
0.003, -1.2839e-18, 0, -inf
0.004, -3.35696e-18, 0, -inf
0.005, -5.29987e-18, 0, -inf
0.006, -3.5679e-19, 0, -inf
0.007, -3.54597e-18, 0, -inf
0.008, -2.36169e-18, 0, -inf
0.009, -4.43075e-18, 0, -inf
0.01, 5.01246e-33, 0, inf
0.02, -3.35133e-18, 0, -inf
0.03, 6.18926e-19, 0, inf
0.04, -5.4081e-18, 0, -inf
0.05, 1.1664e-20, 0, inf
0.06, -2.22076e-18, 0, -inf
0.07, -1.73472e-18, 0, -inf
0.08, -1.84066e-18, 0, -inf
0.09, -1.15928e-18, 0, -inf
0.1, -1.6931e-30, 0, -inf
0.2, 9.16742e-19, 0, inf
0.3, -9.20215e-18, 0, -inf
0.4, -5.09499e-18, 0, -inf
0.5, 2.13375e-18, 0, inf
0.6, -1.49931e-17, 0, -inf
0.7, -1.5315e-18, 0, -inf
0.8, -3.24545e-20, 0, -inf
0.9, -3.91587e-18, 0, -inf
0.0001, 6.93889e-18, 0, inf
0.0002, -3.70567e-18, 0, -inf
0.0003, -1.45851e-17, 0, -inf
0.0004, -1.90651e-17, 0, -inf
0.0005, -1.18936e-17, 0, -inf
0.0006, -1.47066e-17, 0, -inf
0.0007, -1.17993e-17, 0, -inf
0.0008, -1.41251e-17, 0, -inf
0.0009, -6.80524e-18, 0, -inf
0.001, -1.21431e-17, 0, -inf
0.002, -2.17429e-18, 0, -inf
0.003, -2.81115e-18, 0, -inf
0.004, -1.0337e-17, 0, -inf
0.005, -6.983e-18, 0, -inf
0.006, -5.84696e-18, 0, -inf
0.007, -9.11051e-18, 0, -inf
0.008, -2.51627e-18, 0, -inf
0.009, -6.30678e-18, 0, -inf
0.01, -1.73472e-18, 0, -inf
0.02, -6.64216e-18, 0, -inf
0.03, -8.11706e-19, 0, -inf
0.04, -7.07917e-18, 0, -inf
0.05, 1.13496e-19, 0, inf
0.06, -9.0263e-18, 0, -inf
0.07, -8.90092e-18, 0, -inf
0.08, -5.69493e-18, 0, -inf
0.09, -2.97999e-18, 0, -inf
0.1, 3.46945e-18, 0, inf
0.2, -1.35348e-17, 0, -inf
0.3, -1.92869e-17, 0, -inf
0.4, -2.07147e-17, 0, -inf
0.5, -1.15967e-17, 0, -inf
0.6, -1.04788e-17, 0, -inf
0.7, -1.03699e-17, 0, -inf
0.8, -9.65462e-18, 0, -inf
0.9, -8.80021e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
