# mu values:
1.414214
# num_x_vals
36
# x, apfel++, SAL, ratio
0.2, 0.144586, 0.142777, 1.01267
0.3, 0.164287, 0.163257, 1.00631
0.4, 0.169738, 0.169436, 1.00178
0.5, 0.164162, 0.164373, 0.998712
0.6, 0.149543, 0.149885, 0.997715
0.7, 0.127194, 0.127115, 1.00062
0.8, 0.0979674, 0.0967044, 1.01306
0.9, 0.062155, 0.0586553, 1.05967
0.0001, 0.00897139, 0.00119498, 7.50756
0.0002, 0.00870542, 0.00188932, 4.60769
0.0003, 0.00878488, 0.00247084, 3.55542
0.0004, 0.00897255, 0.00298958, 3.00127
0.0005, 0.00920639, 0.00346624, 2.65602
0.0006, 0.00946259, 0.00391189, 2.41893
0.0007, 0.00972999, 0.00433333, 2.24538
0.0008, 0.0100029, 0.00473513, 2.11249
0.0009, 0.0102782, 0.00512051, 2.00725
0.001, 0.0105538, 0.0054919, 1.9217
0.002, 0.0132088, 0.00871039, 1.51644
0.003, 0.0156379, 0.011413, 1.37018
0.004, 0.0178852, 0.013827, 1.2935
0.005, 0.0199924, 0.0160464, 1.24591
0.006, 0.021988, 0.0181217, 1.21335
0.007, 0.0238918, 0.0200837, 1.18961
0.008, 0.0257181, 0.0219534, 1.17149
0.009, 0.0274779, 0.0237454, 1.15719
0.01, 0.0291794, 0.0254708, 1.1456
0.02, 0.0440071, 0.0403218, 1.09139
0.03, 0.0563792, 0.0525773, 1.07231
0.04, 0.0672492, 0.0632948, 1.06248
0.05, 0.0770333, 0.0729183, 1.05643
0.06, 0.085963, 0.08169, 1.05231
0.07, 0.094186, 0.0897613, 1.04929
0.08, 0.101803, 0.0972357, 1.04697
0.09, 0.108888, 0.104188, 1.04511
0.1, 0.115499, 0.110676, 1.04358
0.2, 0.162488, 0.156918, 1.03549
0.3, 0.185962, 0.180188, 1.03205
0.4, 0.19422, 0.188279, 1.03156
0.5, 0.191842, 0.185313, 1.03523
0.6, 0.181792, 0.173809, 1.04593
0.7, 0.165887, 0.155187, 1.06895
0.8, 0.144845, 0.129742, 1.11641
0.9, 0.117346, 0.0957589, 1.22543
0.0001, 0.00810638, 0.000357711, 22.6618
0.0002, 0.00733694, 0.000565232, 12.9804
0.0003, 0.00699444, 0.000738905, 9.46595
0.0004, 0.00680549, 0.000893747, 7.61456
0.0005, 0.00669313, 0.00103596, 6.46078
0.0006, 0.00662555, 0.00116888, 5.66831
0.0007, 0.00658664, 0.00129453, 5.08806
0.0008, 0.00656748, 0.00141429, 4.64367
0.0009, 0.00656248, 0.00152912, 4.29166
0.001, 0.00656798, 0.00163976, 4.00545
0.002, 0.0068801, 0.00259754, 2.6487
0.003, 0.00733941, 0.0034006, 2.15827
0.004, 0.00782587, 0.00411711, 1.90081
0.005, 0.00831316, 0.00477529, 1.74087
0.006, 0.00879327, 0.00539025, 1.63133
0.007, 0.0092636, 0.00597129, 1.55136
0.008, 0.0097235, 0.00652465, 1.49027
0.009, 0.0101731, 0.00705477, 1.44201
0.01, 0.0106127, 0.00756496, 1.40288
0.02, 0.014569, 0.0119478, 1.21938
0.03, 0.0179608, 0.0155558, 1.1546
0.04, 0.0209747, 0.018706, 1.12128
0.05, 0.0237051, 0.0215314, 1.10095
0.06, 0.0262074, 0.0241047, 1.08723
0.07, 0.0285185, 0.0264709, 1.07735
0.08, 0.0306642, 0.0286612, 1.06988
0.09, 0.0326634, 0.0306979, 1.06403
0.1, 0.0345316, 0.0325978, 1.05932
0.2, 0.0478569, 0.0461327, 1.03737
0.3, 0.0544943, 0.0529277, 1.0296
0.4, 0.0567061, 0.0552275, 1.02677
0.5, 0.055739, 0.0541978, 1.02844
0.6, 0.0524, 0.0505477, 1.03664
0.7, 0.0471902, 0.0446847, 1.05607
0.8, 0.0403291, 0.0367202, 1.09828
0.9, 0.0315244, 0.0262541, 1.20074
0.0001, 0.00774091, 0, inf
0.0002, 0.00676088, 0, inf
0.0003, 0.0062427, 0, inf
0.0004, 0.00589749, 0, inf
0.0005, 0.00564191, 0, inf
0.0006, 0.0054407, 0, inf
0.0007, 0.00527564, 0, inf
0.0008, 0.00513642, 0, inf
0.0009, 0.00501643, 0, inf
0.001, 0.00491127, 0, inf
0.002, 0.00427006, 0, inf
0.003, 0.00393561, 0, inf
0.004, 0.00371746, 0, inf
0.005, 0.00356024, 0, inf
0.006, 0.00344036, 0, inf
0.007, 0.00334554, 0, inf
0.008, 0.00326877, 0, inf
0.009, 0.00320555, 0, inf
0.01, 0.00315285, 0, inf
0.02, 0.0029216, 0, inf
0.03, 0.00291453, 0, inf
0.04, 0.00299105, 0, inf
0.05, 0.00310833, 0, inf
0.06, 0.00324758, 0, inf
0.07, 0.00339882, 0, inf
0.08, 0.00355639, 0, inf
0.09, 0.00371656, 0, inf
0.1, 0.00387726, 0, inf
0.2, 0.00532617, 0, inf
0.3, 0.0064675, 0, inf
0.4, 0.00757625, 0, inf
0.5, 0.00902429, 0, inf
0.6, 0.0112087, 0, inf
0.7, 0.0145169, 0, inf
0.8, 0.0193324, 0, inf
0.9, 0.0259708, 0, inf
0.0001, -4.33681e-19, 0, -inf
0.0002, -4.76619e-19, 0, -inf
0.0003, -1.03223e-18, 0, -inf
0.0004, -4.44404e-19, 0, -inf
0.0005, -2.11764e-19, 0, -inf
0.0006, -5.45168e-19, 0, -inf
0.0007, -2.14554e-19, 0, -inf
0.0008, -4.50571e-19, 0, -inf
0.0009, -6.8908e-19, 0, -inf
0.001, -6.50521e-19, 0, -inf
0.002, -2.30047e-20, 0, -inf
0.003, 1.73367e-19, 0, inf
0.004, -2.73571e-19, 0, -inf
0.005, -1.73377e-18, 0, -inf
0.006, -1.54805e-18, 0, -inf
0.007, -4.38392e-19, 0, -inf
0.008, -8.07098e-19, 0, -inf
0.009, -4.57493e-19, 0, -inf
0.01, -8.67362e-19, 0, -inf
0.02, -2.898e-18, 0, -inf
0.03, -1.9873e-18, 0, -inf
0.04, -4.5926e-18, 0, -inf
0.05, -1.77528e-20, 0, -inf
0.06, -5.60599e-18, 0, -inf
0.07, -1.07213e-17, 0, -inf
0.08, -4.80974e-18, 0, -inf
0.09, -5.61956e-18, 0, -inf
0.1, -3.46945e-18, 0, -inf
0.2, -5.55324e-18, 0, -inf
0.3, -9.12498e-18, 0, -inf
0.4, -6.70644e-18, 0, -inf
0.5, -4.88531e-18, 0, -inf
0.6, -5.54341e-18, 0, -inf
0.7, -6.75824e-18, 0, -inf
0.8, -1.06961e-17, 0, -inf
0.9, -9.23203e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
