# mu values:
1.414214
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.07, 0.118075, 0.117567, 1.00432
0.08, 0.118919, 0.118443, 1.00403
0.09, 0.119913, 0.119464, 1.00376
0.1, 0.120996, 0.12057, 1.00353
0.2, 0.131514, 0.131311, 1.00154
0.3, 0.138544, 0.138626, 0.999409
0.4, 0.143137, 0.143531, 0.997258
0.5, 0.146468, 0.147159, 0.995306
0.6, 0.147858, 0.148793, 0.993723
0.7, 0.143735, 0.144795, 0.992676
0.8, 0.126737, 0.127656, 0.992794
0.9, 0.0847627, 0.0851198, 0.995806
0.0001, 0.413416, 0.41254, 1.00212
0.0002, 0.352654, 0.351513, 1.00325
0.0003, 0.320706, 0.319462, 1.0039
0.0004, 0.299566, 0.298274, 1.00433
0.0005, 0.284021, 0.282702, 1.00467
0.0006, 0.271864, 0.270526, 1.00494
0.0007, 0.261955, 0.260611, 1.00516
0.0008, 0.253648, 0.2523, 1.00535
0.0009, 0.246531, 0.245181, 1.00551
0.001, 0.240329, 0.23898, 1.00564
0.002, 0.20341, 0.202098, 1.00649
0.003, 0.184943, 0.183672, 1.00692
0.004, 0.173272, 0.17204, 1.00716
0.005, 0.165069, 0.163868, 1.00733
0.006, 0.15894, 0.157763, 1.00746
0.007, 0.154172, 0.153017, 1.00755
0.008, 0.150362, 0.149224, 1.00763
0.009, 0.147262, 0.146143, 1.00766
0.01, 0.144687, 0.143579, 1.00772
0.02, 0.133225, 0.13218, 1.0079
0.03, 0.131603, 0.130576, 1.00787
0.04, 0.133174, 0.132153, 1.00773
0.05, 0.136141, 0.135127, 1.0075
0.06, 0.139787, 0.138784, 1.00723
0.07, 0.143764, 0.142785, 1.00686
0.08, 0.147901, 0.146951, 1.00647
0.09, 0.152078, 0.151164, 1.00605
0.1, 0.156241, 0.155368, 1.00562
0.2, 0.192796, 0.192535, 1.00136
0.3, 0.221507, 0.221853, 0.998437
0.4, 0.250109, 0.250914, 0.996794
0.5, 0.284295, 0.285637, 0.995301
0.6, 0.32192, 0.324126, 0.993193
0.7, 0.34825, 0.3514, 0.991037
0.8, 0.332644, 0.33549, 0.991515
0.9, 0.229031, 0.228291, 1.00324
0.0001, 0.41689, 0.416597, 1.0007
0.0002, 0.351711, 0.351027, 1.00195
0.0003, 0.317369, 0.316524, 1.00267
0.0004, 0.294576, 0.293649, 1.00315
0.0005, 0.277756, 0.27678, 1.00353
0.0006, 0.264555, 0.263544, 1.00384
0.0007, 0.253756, 0.252725, 1.00408
0.0008, 0.244667, 0.243622, 1.00429
0.0009, 0.23685, 0.235796, 1.00447
0.001, 0.230012, 0.228952, 1.00463
0.002, 0.188515, 0.187465, 1.0056
0.003, 0.166868, 0.165857, 1.00609
0.004, 0.152595, 0.151628, 1.00638
0.005, 0.142117, 0.141189, 1.00657
0.006, 0.133928, 0.133033, 1.00673
0.007, 0.127253, 0.126391, 1.00682
0.008, 0.121657, 0.120823, 1.0069
0.009, 0.11686, 0.116054, 1.00694
0.01, 0.112671, 0.111889, 1.00699
0.02, 0.0875971, 0.086977, 1.00713
0.03, 0.0748655, 0.0743374, 1.0071
0.04, 0.0667061, 0.0662405, 1.00703
0.05, 0.0609008, 0.060481, 1.00694
0.06, 0.0565171, 0.0561312, 1.00687
0.07, 0.0530738, 0.05272, 1.00671
0.08, 0.0503033, 0.0499761, 1.00655
0.09, 0.0480284, 0.0477257, 1.00634
0.1, 0.0461386, 0.0458584, 1.00611
0.2, 0.0377329, 0.0376386, 1.00251
0.3, 0.0374213, 0.0374419, 0.999448
0.4, 0.0414083, 0.0414677, 0.998568
0.5, 0.0492627, 0.0493841, 0.997542
0.6, 0.0598912, 0.0602272, 0.994421
0.7, 0.0694819, 0.0701684, 0.990217
0.8, 0.0701071, 0.070887, 0.988997
0.9, 0.0497276, 0.0495975, 1.00262
0.0001, 0.0483263, 0, inf
0.0002, 0.0399276, 0, inf
0.0003, 0.035562, 0, inf
0.0004, 0.0326902, 0, inf
0.0005, 0.0305856, 0, inf
0.0006, 0.0289431, 0, inf
0.0007, 0.0276058, 0, inf
0.0008, 0.0264853, 0, inf
0.0009, 0.0255252, 0, inf
0.001, 0.0246882, 0, inf
0.002, 0.0196773, 0, inf
0.003, 0.0171213, 0, inf
0.004, 0.0154653, 0, inf
0.005, 0.0142685, 0, inf
0.006, 0.0133469, 0, inf
0.007, 0.0126061, 0, inf
0.008, 0.0119933, 0, inf
0.009, 0.011475, 0, inf
0.01, 0.0110289, 0, inf
0.02, 0.00852109, 0, inf
0.03, 0.00741786, 0, inf
0.04, 0.00681278, 0, inf
0.05, 0.00645194, 0, inf
0.06, 0.0062306, 0, inf
0.07, 0.00609598, 0, inf
0.08, 0.00601907, 0, inf
0.09, 0.00598137, 0, inf
0.1, 0.00597278, 0, inf
0.2, 0.00652187, 0, inf
0.3, 0.00764478, 0, inf
0.4, 0.00955601, 0, inf
0.5, 0.0125956, 0, inf
0.6, 0.0168924, 0, inf
0.7, 0.0221508, 0, inf
0.8, 0.0271109, 0, inf
0.9, 0.0272803, 0, inf
0.0001, 1.38778e-17, 0, inf
0.0002, -7.05944e-18, 0, -inf
0.0003, -1.02927e-17, 0, -inf
0.0004, -1.80229e-17, 0, -inf
0.0005, -2.78315e-17, 0, -inf
0.0006, -3.69267e-17, 0, -inf
0.0007, -1.08286e-17, 0, -inf
0.0008, -2.07194e-17, 0, -inf
0.0009, -2.66342e-17, 0, -inf
0.001, -2.77556e-17, 0, -inf
0.002, -7.20549e-18, 0, -inf
0.003, -1.51729e-17, 0, -inf
0.004, -9.81975e-18, 0, -inf
0.005, -1.72312e-17, 0, -inf
0.006, -9.20658e-18, 0, -inf
0.007, -4.14247e-18, 0, -inf
0.008, -2.07669e-17, 0, -inf
0.009, -1.64842e-17, 0, -inf
0.01, -1.21431e-17, 0, -inf
0.02, -2.25948e-18, 0, -inf
0.03, -1.15359e-17, 0, -inf
0.04, 1.37169e-19, 0, inf
0.05, -5.06351e-18, 0, -inf
0.06, -2.46906e-18, 0, -inf
0.07, -9.93151e-18, 0, -inf
0.08, -9.19224e-18, 0, -inf
0.09, -2.73042e-18, 0, -inf
0.1, -8.67362e-18, 0, -inf
0.2, -4.97338e-18, 0, -inf
0.3, -3.025e-18, 0, -inf
0.4, -1.35797e-17, 0, -inf
0.5, -6.26049e-18, 0, -inf
0.6, 1.22345e-17, 0, inf
0.7, -1.55935e-17, 0, -inf
0.8, -2.2489e-17, 0, -inf
0.9, -1.89363e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
