# mu values:
1.414214
# num_x_vals
36
# x, apfel++, SAL, ratio
0.1, 0.220457, 0.217166, 1.01516
0.2, 0.232533, 0.22864, 1.01703
0.3, 0.225121, 0.220883, 1.01919
0.4, 0.207794, 0.203108, 1.02307
0.5, 0.18439, 0.178736, 1.03163
0.6, 0.157081, 0.149499, 1.05072
0.7, 0.127339, 0.116425, 1.09374
0.8, 0.0963102, 0.0801896, 1.20103
0.9, 0.0649624, 0.0412648, 1.57428
0.0001, 0.0247433, 0.0133971, 1.84691
0.0002, 0.0247796, 0.0158665, 1.56176
0.0003, 0.0252588, 0.0175162, 1.44202
0.0004, 0.0257969, 0.0187892, 1.37297
0.0005, 0.0263262, 0.0198395, 1.32696
0.0006, 0.026831, 0.0207407, 1.29364
0.0007, 0.0273085, 0.0215342, 1.26815
0.0008, 0.0277598, 0.0222457, 1.24787
0.0009, 0.0281869, 0.0228926, 1.23127
0.001, 0.0285921, 0.0234869, 1.21737
0.002, 0.0318106, 0.027791, 1.14464
0.003, 0.0341478, 0.0306528, 1.11402
0.004, 0.0360153, 0.0328508, 1.09633
0.005, 0.0375854, 0.0346557, 1.08454
0.006, 0.0389477, 0.0361972, 1.07599
0.007, 0.0401558, 0.037548, 1.06945
0.008, 0.0412436, 0.0387535, 1.06426
0.009, 0.0422349, 0.0398442, 1.06
0.01, 0.0431468, 0.0408414, 1.05645
0.02, 0.0497055, 0.0478855, 1.03801
0.03, 0.0539244, 0.0523302, 1.03046
0.04, 0.0570202, 0.05556, 1.02628
0.05, 0.0594313, 0.0580605, 1.02361
0.06, 0.0613722, 0.060065, 1.02176
0.07, 0.0629661, 0.0617057, 1.02043
0.08, 0.06429, 0.0630655, 1.01942
0.09, 0.0653966, 0.0642003, 1.01863
0.1, 0.0663235, 0.0651497, 1.01802
0.2, 0.069659, 0.068592, 1.01556
0.3, 0.0672912, 0.0662649, 1.01549
0.4, 0.0619957, 0.0609323, 1.01745
0.5, 0.0548813, 0.0536207, 1.02351
0.6, 0.0465698, 0.0448496, 1.03835
0.7, 0.0374776, 0.0349276, 1.07301
0.8, 0.0279268, 0.0240569, 1.16087
0.9, 0.0181902, 0.0123794, 1.46939
0.0001, 0.0112606, 0, inf
0.0002, 0.00881475, 0, inf
0.0003, 0.00763683, 0, inf
0.0004, 0.00689688, 0, inf
0.0005, 0.00637237, 0, inf
0.0006, 0.00597353, 0, inf
0.0007, 0.00565563, 0, inf
0.0008, 0.00539406, 0, inf
0.0009, 0.00517346, 0, inf
0.001, 0.00498382, 0, inf
0.002, 0.00390361, 0, inf
0.003, 0.00339354, 0, inf
0.004, 0.00308167, 0, inf
0.005, 0.00286781, 0, inf
0.006, 0.0027114, 0, inf
0.007, 0.00259214, 0, inf
0.008, 0.00249883, 0, inf
0.009, 0.00242444, 0, inf
0.01, 0.00236439, 0, inf
0.02, 0.00214312, 0, inf
0.03, 0.00218469, 0, inf
0.04, 0.00231264, 0, inf
0.05, 0.00247847, 0, inf
0.06, 0.00266236, 0, inf
0.07, 0.00285443, 0, inf
0.08, 0.00304932, 0, inf
0.09, 0.00324369, 0, inf
0.1, 0.00343581, 0, inf
0.2, 0.00509732, 0, inf
0.3, 0.00634877, 0, inf
0.4, 0.00751761, 0, inf
0.5, 0.00899786, 0, inf
0.6, 0.0111984, 0, inf
0.7, 0.0145138, 0, inf
0.8, 0.0193318, 0, inf
0.9, 0.0259707, 0, inf
0.0001, -5.87363e-32, 0, -inf
0.0002, -2.87417e-18, 0, -inf
0.0003, 2.94577e-18, 0, inf
0.0004, 2.49656e-19, 0, inf
0.0005, -6.90437e-18, 0, -inf
0.0006, -4.95234e-18, 0, -inf
0.0007, -2.66974e-18, 0, -inf
0.0008, -4.08723e-18, 0, -inf
0.0009, -7.19785e-18, 0, -inf
0.001, -4.33681e-18, 0, -inf
0.002, -2.11257e-18, 0, -inf
0.003, -7.35035e-18, 0, -inf
0.004, -6.55532e-18, 0, -inf
0.005, -3.39571e-18, 0, -inf
0.006, -3.35733e-18, 0, -inf
0.007, -8.55941e-18, 0, -inf
0.008, -6.64918e-18, 0, -inf
0.009, -8.10474e-18, 0, -inf
0.01, -1.04083e-17, 0, -inf
0.02, -8.41931e-18, 0, -inf
0.03, -1.21294e-17, 0, -inf
0.04, -1.62166e-17, 0, -inf
0.05, 8.889e-20, 0, inf
0.06, 8.43639e-19, 0, inf
0.07, -1.04072e-17, 0, -inf
0.08, -3.2965e-18, 0, -inf
0.09, -4.6411e-18, 0, -inf
0.1, -6.93889e-18, 0, -inf
0.2, -5.36494e-18, 0, -inf
0.3, -1.17828e-17, 0, -inf
0.4, -1.02029e-17, 0, -inf
0.5, -1.37321e-17, 0, -inf
0.6, 4.51238e-19, 0, inf
0.7, -7.88672e-18, 0, -inf
0.8, -6.81248e-18, 0, -inf
0.9, -4.69501e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
