# mu value:
3.162278
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.4, 0.157265, 0.159375, 0.98676
0.5, 0.160791, 0.164172, 0.979407
0.6, 0.163284, 0.167141, 0.976924
0.7, 0.160967, 0.163662, 0.983532
0.8, 0.146797, 0.145536, 1.00867
0.9, 0.108356, 0.0995773, 1.08816
0.0001, 0.755904, 0.87815, 0.860791
0.0002, 0.628071, 0.720802, 0.87135
0.0003, 0.562175, 0.640366, 0.877897
0.0004, 0.519092, 0.588082, 0.882687
0.0005, 0.487682, 0.55012, 0.886501
0.0006, 0.463282, 0.520723, 0.88969
0.0007, 0.443499, 0.496968, 0.892409
0.0008, 0.426988, 0.477185, 0.894806
0.0009, 0.412895, 0.460338, 0.896941
0.001, 0.400654, 0.445733, 0.898865
0.002, 0.328517, 0.360218, 0.911997
0.003, 0.292847, 0.318288, 0.920067
0.004, 0.27039, 0.292009, 0.925967
0.005, 0.254611, 0.273576, 0.930678
0.006, 0.242796, 0.259774, 0.934641
0.007, 0.233566, 0.248991, 0.938048
0.008, 0.226152, 0.24031, 0.941085
0.009, 0.220067, 0.233184, 0.943746
0.01, 0.214983, 0.22719, 0.946271
0.02, 0.190791, 0.197923, 0.963967
0.03, 0.18486, 0.189539, 0.975317
0.04, 0.184824, 0.187934, 0.983452
0.05, 0.187378, 0.189377, 0.989444
0.06, 0.191219, 0.192389, 0.993918
0.07, 0.195717, 0.196271, 0.997178
0.08, 0.200553, 0.200652, 0.999505
0.09, 0.205522, 0.205296, 1.0011
0.1, 0.210546, 0.210082, 1.00221
0.2, 0.255496, 0.255937, 0.998276
0.3, 0.292747, 0.295994, 0.989032
0.4, 0.332094, 0.338189, 0.981977
0.5, 0.378808, 0.388344, 0.975445
0.6, 0.428762, 0.44251, 0.968932
0.7, 0.465906, 0.481215, 0.968188
0.8, 0.460468, 0.464422, 0.991486
0.9, 0.363333, 0.32852, 1.10597
0.0001, 0.757995, 0.883028, 0.858405
0.0002, 0.625728, 0.722112, 0.866524
0.0003, 0.557359, 0.639485, 0.871576
0.0004, 0.512529, 0.585565, 0.875273
0.0005, 0.479748, 0.546271, 0.878223
0.0006, 0.454204, 0.515735, 0.880693
0.0007, 0.433432, 0.490976, 0.882796
0.0008, 0.416042, 0.470288, 0.884653
0.0009, 0.401153, 0.452613, 0.886305
0.001, 0.38818, 0.437242, 0.887793
0.002, 0.310594, 0.345908, 0.897909
0.003, 0.270971, 0.299733, 0.904042
0.004, 0.245207, 0.26992, 0.908442
0.005, 0.226494, 0.24838, 0.911886
0.006, 0.212, 0.23176, 0.914736
0.007, 0.200275, 0.218372, 0.917129
0.008, 0.19051, 0.207252, 0.91922
0.009, 0.182188, 0.197811, 0.921021
0.01, 0.174969, 0.189626, 0.922705
0.02, 0.13268, 0.14208, 0.933839
0.03, 0.112, 0.119053, 0.940755
0.04, 0.0991321, 0.104793, 0.945977
0.05, 0.090209, 0.094932, 0.950249
0.06, 0.0836261, 0.0876664, 0.953913
0.07, 0.0785663, 0.0820963, 0.957002
0.08, 0.0745751, 0.0777115, 0.95964
0.09, 0.0713587, 0.0741875, 0.961869
0.1, 0.0687438, 0.0713221, 0.96385
0.2, 0.0580681, 0.0598431, 0.970339
0.3, 0.0588171, 0.0605028, 0.972139
0.4, 0.0653766, 0.0667916, 0.978814
0.5, 0.0766316, 0.0780142, 0.982279
0.6, 0.0906751, 0.0928794, 0.976267
0.7, 0.103059, 0.106481, 0.967863
0.8, 0.105832, 0.107877, 0.981041
0.9, 0.0860962, 0.0786949, 1.09405
0.0001, 0.348985, 0.418146, 0.834601
0.0002, 0.281371, 0.331227, 0.84948
0.0003, 0.247047, 0.287769, 0.858492
0.0004, 0.224808, 0.259898, 0.864985
0.0005, 0.208695, 0.239854, 0.870095
0.0006, 0.196235, 0.224443, 0.874319
0.0007, 0.186168, 0.212063, 0.87789
0.0008, 0.177788, 0.2018, 0.881013
0.0009, 0.170651, 0.193095, 0.883768
0.001, 0.164461, 0.185573, 0.886234
0.002, 0.128106, 0.141952, 0.902457
0.003, 0.110088, 0.120743, 0.911755
0.004, 0.0986438, 0.107442, 0.91811
0.005, 0.0905034, 0.0980681, 0.922863
0.006, 0.0843197, 0.0909966, 0.926626
0.007, 0.0794107, 0.0854192, 0.929658
0.008, 0.0753964, 0.08088, 0.932202
0.009, 0.0720377, 0.0771047, 0.934283
0.01, 0.0691769, 0.0738895, 0.936221
0.02, 0.0538364, 0.0568335, 0.947266
0.03, 0.0478136, 0.0501656, 0.953115
0.04, 0.0449811, 0.0469903, 0.957241
0.05, 0.0436653, 0.0454685, 0.960342
0.06, 0.0431887, 0.0448627, 0.962686
0.07, 0.043215, 0.0448171, 0.964252
0.08, 0.0435628, 0.0451368, 0.965127
0.09, 0.0441153, 0.0456979, 0.965368
0.1, 0.0448218, 0.0464308, 0.965346
0.2, 0.0542926, 0.0570457, 0.951739
0.3, 0.0655878, 0.0697143, 0.940809
0.4, 0.0809482, 0.086211, 0.938954
0.5, 0.102943, 0.109872, 0.936938
0.6, 0.132571, 0.142413, 0.930895
0.7, 0.167997, 0.181033, 0.92799
0.8, 0.201441, 0.213646, 0.942877
0.9, 0.206843, 0.207315, 0.997722
0.0001, -4.16334e-17, 0, -inf
0.0002, -2.91287e-18, 0, -inf
0.0003, -1.37302e-17, 0, -inf
0.0004, -2.96724e-17, 0, -inf
0.0005, 1.86292e-19, 0, inf
0.0006, -5.47142e-17, 0, -inf
0.0007, -1.13983e-18, 0, -inf
0.0008, -1.16423e-17, 0, -inf
0.0009, -1.14406e-17, 0, -inf
0.001, -3.46945e-17, 0, -inf
0.002, -2.09594e-17, 0, -inf
0.003, -2.35457e-17, 0, -inf
0.004, -2.84553e-17, 0, -inf
0.005, -2.40129e-20, 0, -inf
0.006, -2.78751e-17, 0, -inf
0.007, 6.176e-18, 0, inf
0.008, -4.72338e-18, 0, -inf
0.009, -8.96491e-18, 0, -inf
0.01, 3.92616e-31, 0, inf
0.02, -6.81211e-19, 0, -inf
0.03, -1.65886e-17, 0, -inf
0.04, -4.64447e-18, 0, -inf
0.05, -1.49173e-19, 0, -inf
0.06, -9.78943e-18, 0, -inf
0.07, -1.42187e-17, 0, -inf
0.08, -8.58714e-18, 0, -inf
0.09, -9.25944e-18, 0, -inf
0.1, -1.04083e-17, 0, -inf
0.2, -1.42919e-17, 0, -inf
0.3, -6.12381e-18, 0, -inf
0.4, -1.07634e-17, 0, -inf
0.5, 7.31915e-18, 0, inf
0.6, -8.37462e-18, 0, -inf
0.7, -1.69016e-17, 0, -inf
0.8, 3.80484e-19, 0, inf
0.9, -3.4694e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
