# mu value:
1.300000
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.0007, 0.236008, 0.236007, 1
0.0008, 0.228759, 0.228759, 1
0.0009, 0.222548, 0.222547, 1.00001
0.001, 0.217134, 0.217133, 1
0.002, 0.184892, 0.184892, 1
0.003, 0.168775, 0.168772, 1.00001
0.004, 0.158605, 0.158605, 1
0.005, 0.151474, 0.151474, 1
0.006, 0.146161, 0.14616, 1.00001
0.007, 0.142041, 0.14204, 1
0.008, 0.138761, 0.138759, 1.00001
0.009, 0.136105, 0.136106, 0.999992
0.01, 0.133907, 0.133907, 1
0.02, 0.124471, 0.124471, 1
0.03, 0.123657, 0.123658, 0.999994
0.04, 0.125629, 0.125629, 1
0.05, 0.128812, 0.128812, 1
0.06, 0.132577, 0.132573, 1.00003
0.07, 0.136616, 0.136616, 0.999999
0.08, 0.140783, 0.140783, 1
0.09, 0.14497, 0.14497, 1
0.1, 0.14913, 0.14913, 1
0.2, 0.185449, 0.185449, 1
0.3, 0.213612, 0.213611, 1
0.4, 0.24115, 0.24115, 0.999999
0.5, 0.273991, 0.273992, 1
0.6, 0.310559, 0.310559, 1
0.7, 0.336582, 0.336582, 1
0.8, 0.321223, 0.321229, 0.999979
0.9, 0.218087, 0.218087, 1
0.0001, 0.371387, 0.371387, 1
0.0002, 0.314262, 0.314261, 1
0.0003, 0.284101, 0.284097, 1.00001
0.0004, 0.264055, 0.264054, 1
0.0005, 0.249249, 0.249249, 1
0.0006, 0.237618, 0.237616, 1.00001
0.0007, 0.228097, 0.228097, 1
0.0008, 0.22008, 0.220079, 1
0.0009, 0.213181, 0.21318, 1.00001
0.001, 0.207142, 0.207142, 1
0.002, 0.170439, 0.170438, 1
0.003, 0.151243, 0.151241, 1.00001
0.004, 0.138564, 0.138564, 1
0.005, 0.129244, 0.129243, 1
0.006, 0.121951, 0.121949, 1.00002
0.007, 0.116, 0.115999, 1
0.008, 0.111006, 0.111005, 1.00001
0.009, 0.106722, 0.106722, 0.999999
0.01, 0.102977, 0.102977, 1
0.02, 0.0804888, 0.0804886, 1
0.03, 0.0690042, 0.0690034, 1.00001
0.04, 0.0616112, 0.0616109, 1
0.05, 0.0563317, 0.0563316, 1
0.06, 0.0523328, 0.0523307, 1.00004
0.07, 0.0491833, 0.0491831, 1
0.08, 0.0466441, 0.0466438, 1.00001
0.09, 0.0445556, 0.0445554, 1.00001
0.1, 0.0428176, 0.0428176, 1
0.2, 0.0350727, 0.0350727, 1
0.3, 0.0348082, 0.034808, 1.00001
0.4, 0.0385502, 0.0385503, 0.999998
0.5, 0.0460165, 0.0460165, 0.999999
0.6, 0.0563055, 0.0563056, 0.999999
0.7, 0.0657765, 0.0657764, 1
0.8, 0.0665047, 0.0665063, 0.999976
0.9, 0.0463951, 0.0463951, 1
0.0001, -4.11794e-31, 0, -inf
0.0002, -6.89769e-18, 0, -inf
0.0003, 1.35349e-18, 0, inf
0.0004, -1.57153e-17, 0, -inf
0.0005, -1.05335e-17, 0, -inf
0.0006, 3.00712e-18, 0, inf
0.0007, -9.9138e-18, 0, -inf
0.0008, -1.00213e-17, 0, -inf
0.0009, -7.27322e-18, 0, -inf
0.001, -6.93889e-18, 0, -inf
0.002, -3.85416e-18, 0, -inf
0.003, -6.36761e-18, 0, -inf
0.004, -3.22196e-18, 0, -inf
0.005, -2.963e-20, 0, -inf
0.006, 2.38195e-18, 0, inf
0.007, -8.67363e-18, 0, -inf
0.008, -4.09641e-18, 0, -inf
0.009, -6.13962e-18, 0, -inf
0.01, -1.73472e-18, 0, -inf
0.02, -5.10113e-18, 0, -inf
0.03, -4.117e-18, 0, -inf
0.04, -1.58987e-18, 0, -inf
0.05, -5.22197e-18, 0, -inf
0.06, 3.25667e-19, 0, inf
0.07, -3.54485e-18, 0, -inf
0.08, 2.11871e-19, 0, inf
0.09, -1.31934e-18, 0, -inf
0.1, -3.46945e-18, 0, -inf
0.2, -3.14263e-19, 0, -inf
0.3, -7.42729e-18, 0, -inf
0.4, 2.41284e-18, 0, inf
0.5, 1.73152e-19, 0, inf
0.6, -1.23361e-17, 0, -inf
0.7, 2.95694e-19, 0, inf
0.8, -8.12129e-18, 0, -inf
0.9, 2.58161e-18, 0, inf
0.0001, -6.93889e-18, 0, -inf
0.0002, -6.89189e-18, 0, -inf
0.0003, -2.65306e-17, 0, -inf
0.0004, -1.65267e-17, 0, -inf
0.0005, -1.0371e-17, 0, -inf
0.0006, -6.96591e-18, 0, -inf
0.0007, -1.09828e-17, 0, -inf
0.0008, -6.13515e-18, 0, -inf
0.0009, -2.75538e-17, 0, -inf
0.001, -2.08167e-17, 0, -inf
0.002, -1.05706e-17, 0, -inf
0.003, -1.0109e-17, 0, -inf
0.004, -1.33603e-17, 0, -inf
0.005, 1.10857e-19, 0, inf
0.006, -3.03166e-18, 0, -inf
0.007, -1.22207e-17, 0, -inf
0.008, -8.31821e-18, 0, -inf
0.009, -1.67676e-17, 0, -inf
0.01, -8.67362e-18, 0, -inf
0.02, -5.48584e-18, 0, -inf
0.03, -8.07663e-18, 0, -inf
0.04, -1.60322e-18, 0, -inf
0.05, -5.19234e-18, 0, -inf
0.06, 1.32968e-18, 0, inf
0.07, -1.03878e-17, 0, -inf
0.08, -2.91922e-18, 0, -inf
0.09, -4.27216e-18, 0, -inf
0.1, -6.93889e-18, 0, -inf
0.2, -1.10245e-18, 0, -inf
0.3, -6.69984e-18, 0, -inf
0.4, -9.45021e-18, 0, -inf
0.5, 4.66938e-19, 0, inf
0.6, -1.84421e-17, 0, -inf
0.7, -1.08165e-17, 0, -inf
0.8, -1.35671e-17, 0, -inf
0.9, -5.25403e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
