# mu value:
1.300000
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.03, 0.104463, 0.104464, 0.999993
0.04, 0.10931, 0.10931, 1
0.05, 0.113852, 0.113852, 1
0.06, 0.118038, 0.118038, 1.00001
0.07, 0.121881, 0.121881, 1
0.08, 0.125411, 0.125411, 0.999999
0.09, 0.128654, 0.128654, 1
0.1, 0.13164, 0.13164, 1
0.2, 0.151399, 0.151399, 1
0.3, 0.159719, 0.159719, 0.999998
0.4, 0.161208, 0.161208, 1
0.5, 0.157819, 0.157819, 1
0.6, 0.150435, 0.150435, 1
0.7, 0.13926, 0.13926, 1
0.8, 0.123639, 0.12364, 0.999995
0.9, 0.100554, 0.100554, 0.999999
0.0001, 0.217482, 0.217482, 1
0.0002, 0.183937, 0.183937, 1
0.0003, 0.167188, 0.167186, 1.00001
0.0004, 0.156528, 0.156528, 1
0.0005, 0.148943, 0.148943, 1
0.0006, 0.143183, 0.143181, 1.00001
0.0007, 0.138612, 0.138612, 1
0.0008, 0.134875, 0.134875, 1
0.0009, 0.131749, 0.131749, 1.00001
0.001, 0.129086, 0.129086, 1
0.002, 0.114717, 0.114717, 1
0.003, 0.108853, 0.108852, 1.00001
0.004, 0.10585, 0.10585, 1
0.005, 0.1042, 0.1042, 1
0.006, 0.103304, 0.103304, 1.00001
0.007, 0.102871, 0.102871, 1
0.008, 0.102742, 0.102741, 1.00001
0.009, 0.102828, 0.102829, 0.999989
0.01, 0.103052, 0.103052, 1
0.02, 0.108505, 0.108505, 1
0.03, 0.115189, 0.11519, 0.999991
0.04, 0.121698, 0.121698, 1
0.05, 0.127848, 0.127848, 1
0.06, 0.133633, 0.133631, 1.00002
0.07, 0.13908, 0.13908, 0.999998
0.08, 0.144234, 0.144234, 0.999999
0.09, 0.149117, 0.149117, 0.999998
0.1, 0.153764, 0.153764, 1
0.2, 0.19082, 0.19082, 1
0.3, 0.216654, 0.216655, 0.999999
0.4, 0.234787, 0.234787, 1
0.5, 0.246505, 0.246504, 1
0.6, 0.252722, 0.252722, 1
0.7, 0.255456, 0.255456, 1
0.8, 0.259235, 0.259235, 1
0.9, 0.266229, 0.266229, 0.999999
0.0001, 0.213788, 0.213788, 1
0.0002, 0.1807, 0.1807, 1
0.0003, 0.16337, 0.163368, 1.00001
0.0004, 0.151921, 0.151921, 1
0.0005, 0.143508, 0.143508, 1
0.0006, 0.136928, 0.136926, 1.00001
0.0007, 0.131563, 0.131562, 1
0.0008, 0.127062, 0.127061, 1
0.0009, 0.123202, 0.123201, 1.00001
0.001, 0.119834, 0.119834, 1
0.002, 0.0996319, 0.0996318, 1
0.003, 0.0893069, 0.0893059, 1.00001
0.004, 0.0826107, 0.0826105, 1
0.005, 0.0777652, 0.0777652, 1
0.006, 0.074027, 0.0740259, 1.00002
0.007, 0.0710155, 0.0710152, 1
0.008, 0.0685179, 0.0685172, 1.00001
0.009, 0.0663996, 0.0663997, 0.999997
0.01, 0.0645661, 0.0645661, 1
0.02, 0.0539993, 0.0539992, 1
0.03, 0.0489516, 0.0489513, 1.00001
0.04, 0.0458431, 0.045843, 1
0.05, 0.0436877, 0.0436877, 1
0.06, 0.0420841, 0.0420832, 1.00002
0.07, 0.040831, 0.0408309, 1
0.08, 0.0398201, 0.03982, 1
0.09, 0.0389813, 0.0389812, 1
0.1, 0.0382717, 0.0382717, 1
0.2, 0.0344479, 0.0344479, 1
0.3, 0.0329786, 0.0329785, 1
0.4, 0.0328144, 0.0328144, 1
0.5, 0.0340554, 0.0340554, 1
0.6, 0.037001, 0.037001, 1
0.7, 0.0418893, 0.0418893, 1
0.8, 0.0485936, 0.0485936, 1
0.9, 0.0556132, 0.0556132, 0.999999
0.0001, -6.93889e-18, 0, -inf
0.0002, 3.08474e-18, 0, inf
0.0003, -3.46945e-18, 0, -inf
0.0004, -4.03902e-18, 0, -inf
0.0005, 1.75124e-18, 0, inf
0.0006, 4.82415e-19, 0, inf
0.0007, 3.61494e-19, 0, inf
0.0008, -2.84139e-18, 0, -inf
0.0009, 1.35686e-18, 0, inf
0.001, 1.11809e-31, 0, inf
0.002, 3.71209e-20, 0, inf
0.003, -6.79937e-20, 0, -inf
0.004, -1.58987e-18, 0, -inf
0.005, -5.23448e-18, 0, -inf
0.006, -4.97712e-18, 0, -inf
0.007, -1.77298e-18, 0, -inf
0.008, -3.44999e-18, 0, -inf
0.009, -3.61076e-18, 0, -inf
0.01, -3.46945e-18, 0, -inf
0.02, -1.67567e-18, 0, -inf
0.03, -1.14791e-18, 0, -inf
0.04, -3.1115e-19, 0, -inf
0.05, -5.28054e-18, 0, -inf
0.06, 0, 0, -nan
0.07, -3.88233e-20, 0, -inf
0.08, -4.54016e-19, 0, -inf
0.09, -2.72555e-18, 0, -inf
0.1, -1.73472e-18, 0, -inf
0.2, -3.28732e-18, 0, -inf
0.3, -4.92441e-18, 0, -inf
0.4, -3.04634e-18, 0, -inf
0.5, -1.96651e-19, 0, -inf
0.6, -1.00721e-17, 0, -inf
0.7, -5.21918e-18, 0, -inf
0.8, 2.74359e-18, 0, inf
0.9, -2.77998e-18, 0, -inf
0.0001, -1.38778e-17, 0, -inf
0.0002, -1.06337e-17, 0, -inf
0.0003, -1.63524e-17, 0, -inf
0.0004, -1.44474e-17, 0, -inf
0.0005, -8.6571e-18, 0, -inf
0.0006, -1.15493e-17, 0, -inf
0.0007, -2.99598e-18, 0, -inf
0.0008, -1.41945e-17, 0, -inf
0.0009, -1.04846e-17, 0, -inf
0.001, -3.46945e-18, 0, -inf
0.002, -3.06822e-18, 0, -inf
0.003, -3.97752e-18, 0, -inf
0.004, -8.60227e-18, 0, -inf
0.005, -5.25245e-18, 0, -inf
0.006, -7.18437e-18, 0, -inf
0.007, -1.62163e-18, 0, -inf
0.008, -6.88051e-18, 0, -inf
0.009, -7.38867e-18, 0, -inf
0.01, -6.93889e-18, 0, -inf
0.02, -1.79378e-18, 0, -inf
0.03, -6.4522e-18, 0, -inf
0.04, -4.41572e-19, 0, -inf
0.05, -6.98981e-18, 0, -inf
0.06, -3.8753e-18, 0, -inf
0.07, -1.6582e-18, 0, -inf
0.08, -3.09327e-18, 0, -inf
0.09, 1.23598e-18, 0, inf
0.1, -1.73472e-18, 0, -inf
0.2, -1.26881e-17, 0, -inf
0.3, -1.76769e-17, 0, -inf
0.4, -5.57698e-18, 0, -inf
0.5, -3.97687e-18, 0, -inf
0.6, -3.06752e-17, 0, -inf
0.7, -1.14736e-17, 0, -inf
0.8, 1.27099e-17, 0, inf
0.9, -6.4567e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
