# mu value:
1.414214
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.002, 0.198465, 0.200016, 0.992245
0.003, 0.180096, 0.18128, 0.993467
0.004, 0.16841, 0.169387, 0.994235
0.005, 0.160117, 0.160956, 0.994785
0.006, 0.153844, 0.154584, 0.995214
0.007, 0.148892, 0.14956, 0.995536
0.008, 0.144869, 0.145478, 0.995812
0.009, 0.14153, 0.142096, 0.996014
0.01, 0.1387, 0.139227, 0.996215
0.02, 0.124143, 0.124477, 0.99731
0.03, 0.119067, 0.119318, 0.997897
0.04, 0.117121, 0.117316, 0.998341
0.05, 0.116602, 0.116753, 0.998708
0.06, 0.116834, 0.116945, 0.999047
0.07, 0.117485, 0.117567, 0.999307
0.08, 0.118389, 0.118443, 0.999546
0.09, 0.119434, 0.119464, 0.999749
0.1, 0.120561, 0.12057, 0.999925
0.2, 0.131365, 0.131311, 1.00041
0.3, 0.138554, 0.138626, 0.999476
0.4, 0.143247, 0.143531, 0.998025
0.5, 0.146655, 0.147159, 0.996576
0.6, 0.148127, 0.148793, 0.995528
0.7, 0.144112, 0.144795, 0.995281
0.8, 0.127254, 0.127656, 0.996845
0.9, 0.0854479, 0.0851198, 1.00386
0.0001, 0.404867, 0.41254, 0.981401
0.0002, 0.345672, 0.351513, 0.983383
0.0003, 0.314533, 0.319462, 0.984572
0.0004, 0.293922, 0.298274, 0.985408
0.0005, 0.278763, 0.282702, 0.986066
0.0006, 0.266906, 0.270526, 0.986617
0.0007, 0.257241, 0.260611, 0.987069
0.0008, 0.249138, 0.2523, 0.987469
0.0009, 0.242196, 0.245181, 0.987824
0.001, 0.236145, 0.23898, 0.988135
0.002, 0.200126, 0.202098, 0.990242
0.003, 0.182112, 0.183672, 0.991509
0.004, 0.170733, 0.17204, 0.992406
0.005, 0.16274, 0.163868, 0.99312
0.006, 0.156773, 0.157763, 0.993726
0.007, 0.152135, 0.153017, 0.994233
0.008, 0.148432, 0.149224, 0.994695
0.009, 0.145423, 0.146143, 0.995071
0.01, 0.142926, 0.143579, 0.995451
0.02, 0.131914, 0.13218, 0.99799
0.03, 0.13051, 0.130576, 0.999497
0.04, 0.132218, 0.132153, 1.0005
0.05, 0.135283, 0.135127, 1.00115
0.06, 0.139007, 0.138784, 1.00161
0.07, 0.143046, 0.142785, 1.00183
0.08, 0.147237, 0.146951, 1.00195
0.09, 0.151461, 0.151164, 1.00197
0.1, 0.155666, 0.155368, 1.00192
0.2, 0.192502, 0.192535, 0.999829
0.3, 0.221349, 0.221853, 0.997725
0.4, 0.249997, 0.250914, 0.996347
0.5, 0.284222, 0.285637, 0.995044
0.6, 0.32199, 0.324126, 0.99341
0.7, 0.348663, 0.3514, 0.992211
0.8, 0.333621, 0.33549, 0.994427
0.9, 0.23081, 0.228291, 1.01103
0.0001, 0.408373, 0.416597, 0.980258
0.0002, 0.34476, 0.351027, 0.982148
0.0003, 0.311228, 0.316524, 0.983268
0.0004, 0.288964, 0.293649, 0.984046
0.0005, 0.272533, 0.27678, 0.984654
0.0006, 0.259633, 0.263544, 0.985161
0.0007, 0.249079, 0.252725, 0.985573
0.0008, 0.240196, 0.243622, 0.985937
0.0009, 0.232555, 0.235796, 0.986256
0.001, 0.225869, 0.228952, 0.986533
0.002, 0.185284, 0.187465, 0.988367
0.003, 0.164101, 0.165857, 0.989412
0.004, 0.150128, 0.151628, 0.990113
0.005, 0.139868, 0.141189, 0.990648
0.006, 0.131848, 0.133033, 0.991092
0.007, 0.125309, 0.126391, 0.991435
0.008, 0.119825, 0.120823, 0.991744
0.009, 0.115124, 0.116054, 0.991991
0.01, 0.111019, 0.111889, 0.992228
0.02, 0.0864316, 0.086977, 0.99373
0.03, 0.0739388, 0.0743374, 0.994639
0.04, 0.0659299, 0.0662405, 0.995311
0.05, 0.0602309, 0.060481, 0.995864
0.06, 0.0559275, 0.0561312, 0.99637
0.07, 0.0525477, 0.05272, 0.996731
0.08, 0.049829, 0.0499761, 0.997056
0.09, 0.0475974, 0.0477257, 0.997311
0.1, 0.0457442, 0.0458584, 0.997511
0.2, 0.0375349, 0.0376386, 0.997245
0.3, 0.037294, 0.0374419, 0.99605
0.4, 0.0413022, 0.0414677, 0.996008
0.5, 0.0491639, 0.0493841, 0.995542
0.6, 0.0598218, 0.0602272, 0.993269
0.7, 0.0694947, 0.0701684, 0.990399
0.8, 0.0702667, 0.070887, 0.991248
0.9, 0.0501056, 0.0495975, 1.01024
0.0001, -6.93889e-18, 0, -inf
0.0002, -1.93328e-17, 0, -inf
0.0003, -1.671e-17, 0, -inf
0.0004, 3.06375e-18, 0, inf
0.0005, 3.50895e-18, 0, inf
0.0006, -1.38705e-17, 0, -inf
0.0007, -1.43678e-17, 0, -inf
0.0008, -5.29796e-18, 0, -inf
0.0009, 1.53657e-18, 0, inf
0.001, -6.93889e-18, 0, -inf
0.002, -3.78282e-18, 0, -inf
0.003, -4.72765e-18, 0, -inf
0.004, -3.30774e-18, 0, -inf
0.005, 1.72485e-18, 0, inf
0.006, -7.06089e-18, 0, -inf
0.007, -4.0965e-18, 0, -inf
0.008, 1.58879e-18, 0, inf
0.009, -4.97527e-18, 0, -inf
0.01, -8.67362e-18, 0, -inf
0.02, -5.09426e-18, 0, -inf
0.03, 6.79937e-20, 0, inf
0.04, 1.25201e-18, 0, inf
0.05, 6.80648e-22, 0, inf
0.06, 3.25667e-19, 0, inf
0.07, -3.56426e-18, 0, -inf
0.08, 5.72906e-20, 0, inf
0.09, -3.04368e-18, 0, -inf
0.1, -5.20417e-18, 0, -inf
0.2, -2.28595e-18, 0, -inf
0.3, 1.73452e-18, 0, inf
0.4, -5.21655e-18, 0, -inf
0.5, -6.88796e-18, 0, -inf
0.6, -1.03219e-17, 0, -inf
0.7, -8.93087e-18, 0, -inf
0.8, 2.61053e-18, 0, inf
0.9, -4.44686e-18, 0, -inf
0.0001, -6.93889e-18, 0, -inf
0.0002, -2.70136e-17, 0, -inf
0.0003, -1.53652e-17, 0, -inf
0.0004, -2.25781e-17, 0, -inf
0.0005, -2.40395e-17, 0, -inf
0.0006, -3.028e-17, 0, -inf
0.0007, -3.48031e-17, 0, -inf
0.0008, -2.54963e-17, 0, -inf
0.0009, -1.16726e-17, 0, -inf
0.001, -2.08167e-17, 0, -inf
0.002, -1.73501e-17, 0, -inf
0.003, -1.05717e-17, 0, -inf
0.004, -3.45959e-18, 0, -inf
0.005, -1.22561e-17, 0, -inf
0.006, -1.24827e-17, 0, -inf
0.007, -1.40092e-17, 0, -inf
0.008, -1.15734e-17, 0, -inf
0.009, -6.84113e-18, 0, -inf
0.01, -8.67362e-18, 0, -inf
0.02, -1.5643e-18, 0, -inf
0.03, -9.69618e-18, 0, -inf
0.04, -8.81956e-18, 0, -inf
0.05, -6.98261e-21, 0, -inf
0.06, -2.65774e-18, 0, -inf
0.07, -6.99488e-18, 0, -inf
0.08, -3.18084e-18, 0, -inf
0.09, -2.09526e-18, 0, -inf
0.1, -5.20417e-18, 0, -inf
0.2, -8.07251e-18, 0, -inf
0.3, -1.30323e-17, 0, -inf
0.4, -1.57923e-17, 0, -inf
0.5, -1.73966e-17, 0, -inf
0.6, -3.37584e-17, 0, -inf
0.7, -9.4265e-18, 0, -inf
0.8, 1.92432e-18, 0, inf
0.9, -5.65448e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
