# mu value:
4.472136
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.007, 0.272149, 0.273257, 0.995942
0.008, 0.261174, 0.262104, 0.996451
0.009, 0.251976, 0.252813, 0.99669
0.01, 0.244122, 0.244886, 0.996879
0.02, 0.2012, 0.20208, 0.995644
0.03, 0.182973, 0.184068, 0.994051
0.04, 0.173059, 0.174235, 0.993249
0.05, 0.167067, 0.168222, 0.993132
0.06, 0.163245, 0.164311, 0.993517
0.07, 0.160736, 0.161679, 0.994164
0.08, 0.159078, 0.159883, 0.994964
0.09, 0.157984, 0.158648, 0.995814
0.1, 0.157301, 0.157814, 0.996753
0.2, 0.15766, 0.157723, 0.999598
0.3, 0.16004, 0.161438, 0.991343
0.4, 0.162827, 0.166362, 0.978755
0.5, 0.166302, 0.171816, 0.967907
0.6, 0.169054, 0.175532, 0.963093
0.7, 0.167199, 0.172623, 0.968581
0.8, 0.153712, 0.154633, 0.994045
0.9, 0.115723, 0.107698, 1.07452
0.0001, 1.00632, 1.09272, 0.920929
0.0002, 0.82402, 0.886619, 0.929395
0.0003, 0.731142, 0.782206, 0.934718
0.0004, 0.670856, 0.714725, 0.938621
0.0005, 0.627136, 0.665936, 0.941735
0.0006, 0.593311, 0.628281, 0.94434
0.0007, 0.565979, 0.597939, 0.94655
0.0008, 0.543233, 0.57273, 0.948498
0.0009, 0.523865, 0.551306, 0.950226
0.001, 0.507076, 0.532769, 0.951776
0.002, 0.408828, 0.424907, 0.962159
0.003, 0.360665, 0.372479, 0.968282
0.004, 0.330465, 0.339782, 0.97258
0.005, 0.309284, 0.316923, 0.975896
0.006, 0.293431, 0.299844, 0.978612
0.007, 0.28104, 0.286519, 0.980876
0.008, 0.271073, 0.275801, 0.982857
0.009, 0.262873, 0.267006, 0.984522
0.01, 0.256008, 0.259608, 0.986135
0.02, 0.22258, 0.223286, 0.996838
0.03, 0.213174, 0.21242, 1.00355
0.04, 0.211499, 0.209753, 1.00833
0.05, 0.213235, 0.210761, 1.01174
0.06, 0.216685, 0.213663, 1.01414
0.07, 0.221038, 0.217624, 1.01569
0.08, 0.225874, 0.222198, 1.01654
0.09, 0.230934, 0.227105, 1.01686
0.1, 0.236116, 0.232203, 1.01685
0.2, 0.283503, 0.281978, 1.00541
0.3, 0.323906, 0.326427, 0.992277
0.4, 0.367224, 0.373615, 0.982893
0.5, 0.418137, 0.429374, 0.973827
0.6, 0.471536, 0.489335, 0.963626
0.7, 0.510886, 0.532999, 0.958511
0.8, 0.506421, 0.517966, 0.97771
0.9, 0.406543, 0.374242, 1.08631
0.0001, 1.00774, 1.09626, 0.919257
0.0002, 0.820978, 0.888135, 0.924384
0.0003, 0.725576, 0.782086, 0.927744
0.0004, 0.663486, 0.713225, 0.930262
0.0005, 0.618337, 0.663229, 0.932313
0.0006, 0.583313, 0.624493, 0.934058
0.0007, 0.554936, 0.593165, 0.93555
0.0008, 0.531257, 0.567046, 0.936885
0.0009, 0.511039, 0.544774, 0.938076
0.001, 0.493468, 0.525439, 0.939153
0.002, 0.389303, 0.411268, 0.946592
0.003, 0.336787, 0.354086, 0.951144
0.004, 0.302919, 0.317396, 0.954387
0.005, 0.278473, 0.291014, 0.956904
0.006, 0.259631, 0.270739, 0.958972
0.007, 0.244453, 0.25446, 0.960675
0.008, 0.231858, 0.24098, 0.962146
0.009, 0.22116, 0.229569, 0.963372
0.01, 0.211906, 0.219696, 0.96454
0.02, 0.158262, 0.162876, 0.971673
0.03, 0.132449, 0.135761, 0.97561
0.04, 0.116564, 0.119149, 0.978308
0.05, 0.105645, 0.107764, 0.980333
0.06, 0.0976473, 0.0994421, 0.981952
0.07, 0.0915395, 0.0931088, 0.983146
0.08, 0.0867481, 0.088158, 0.984007
0.09, 0.0829066, 0.0842058, 0.984571
0.1, 0.0798008, 0.0810138, 0.985027
0.2, 0.0673064, 0.0686436, 0.98052
0.3, 0.0682487, 0.0697382, 0.978642
0.4, 0.0757082, 0.0768297, 0.985402
0.5, 0.0880908, 0.0891191, 0.988462
0.6, 0.103077, 0.105286, 0.97902
0.7, 0.115968, 0.120231, 0.964542
0.8, 0.118737, 0.122328, 0.970647
0.9, 0.0978473, 0.0911526, 1.07344
0.0001, 0.598896, 0.631439, 0.948463
0.0002, 0.477288, 0.496865, 0.9606
0.0003, 0.416174, 0.429947, 0.967965
0.0004, 0.376832, 0.387184, 0.973261
0.0005, 0.348464, 0.356511, 0.977428
0.0006, 0.326611, 0.332981, 0.980871
0.0007, 0.309011, 0.31411, 0.983766
0.0008, 0.294403, 0.298493, 0.986298
0.0009, 0.28199, 0.285265, 0.988521
0.001, 0.271249, 0.27385, 0.990504
0.002, 0.208634, 0.207945, 1.00331
0.003, 0.177939, 0.176124, 1.0103
0.004, 0.158572, 0.156262, 1.01478
0.005, 0.144861, 0.142316, 1.01788
0.006, 0.134485, 0.131829, 1.02014
0.007, 0.12627, 0.123581, 1.02176
0.008, 0.119568, 0.116885, 1.02295
0.009, 0.113971, 0.11133, 1.02372
0.01, 0.109211, 0.106609, 1.02441
0.02, 0.0837618, 0.0817915, 1.02409
0.03, 0.0737306, 0.0722816, 1.02005
0.04, 0.0689199, 0.0678659, 1.01553
0.05, 0.0665766, 0.0658417, 1.01116
0.06, 0.0655943, 0.0651315, 1.00711
0.07, 0.0654279, 0.0652184, 1.00321
0.08, 0.0657839, 0.0658205, 0.999444
0.09, 0.0664754, 0.0667593, 0.995748
0.1, 0.0674221, 0.0679352, 0.992447
0.2, 0.0810295, 0.0839863, 0.964795
0.3, 0.097744, 0.102375, 0.954761
0.4, 0.120304, 0.125583, 0.957963
0.5, 0.151876, 0.158117, 0.960531
0.6, 0.193194, 0.202131, 0.955784
0.7, 0.240814, 0.253504, 0.949944
0.8, 0.282697, 0.295436, 0.956881
0.9, 0.281533, 0.282991, 0.994846
0.0001, -5.55112e-17, 0.0158379, -3.50495e-15
0.0002, -6.48939e-17, 0.012337, -5.26009e-15
0.0003, 1.87478e-17, 0.0106093, 1.76711e-15
0.0004, -6.69364e-17, 0.00951037, -7.03826e-15
0.0005, -5.56658e-17, 0.0087247, -6.38025e-15
0.0006, -7.57127e-17, 0.00812352, -9.32018e-15
0.0007, -2.51716e-18, 0.00764236, -3.29369e-16
0.0008, -1.85953e-17, 0.00724478, -2.56672e-15
0.0009, -4.293e-17, 0.00690848, -6.2141e-15
0.001, -3.46945e-17, 0.00661857, -5.24199e-15
0.002, -3.43594e-17, 0.00494944, -6.94207e-15
0.003, -1.95479e-17, 0.00414419, -4.71695e-15
0.004, -2.28798e-18, 0.00363991, -6.28581e-16
0.005, -3.47796e-17, 0.00328392, -1.05909e-14
0.006, -2.68078e-17, 0.00301436, -8.89338e-15
0.007, -4.92406e-18, 0.00280064, -1.75819e-15
0.008, -3.79429e-17, 0.00262562, -1.4451e-14
0.009, -1.18001e-17, 0.0024789, -4.7602e-15
0.01, -2.08167e-17, 0.00235303, -8.84677e-15
0.02, -2.049e-17, 0.00165133, -1.24082e-14
0.03, -1.13087e-18, 0.00133294, -8.48402e-16
0.04, -6.66672e-18, 0.00114478, -5.82358e-15
0.05, -6.72382e-18, 0.00101954, -6.59493e-15
0.06, -8.4362e-18, 0.000930236, -9.06887e-15
0.07, 4.1354e-19, 0.000863678, 4.78813e-16
0.08, -1.2473e-17, 0.000812557, -1.53503e-14
0.09, -1.53784e-17, 0.000772293, -1.99126e-14
0.1, -3.46945e-18, 0.000740098, -4.68782e-15
0.2, -9.41061e-18, 0.00061078, -1.54075e-14
0.3, -6.40138e-19, 0.000605903, -1.0565e-15
0.4, 7.50642e-18, 0.000671959, 1.1171e-14
0.5, -2.78906e-17, 0.000822936, -3.38916e-14
0.6, -3.16171e-17, 0.00107128, -2.95135e-14
0.7, -1.62302e-17, 0.00140568, -1.15461e-14
0.8, -3.78805e-17, 0.00176425, -2.14712e-14
0.9, -2.7385e-17, 0.00195432, -1.40125e-14
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
