# mu value:
4.000000
# num_x_vals
36
# x, evolved, exact, ratio
0.001, 0.405998, 0.405139, 1.00212
0.002, 0.313903, 0.313744, 1.00051
0.003, 0.268937, 0.269083, 0.999457
0.004, 0.240549, 0.240913, 0.998487
0.005, 0.220393, 0.220931, 0.997564
0.006, 0.205067, 0.205747, 0.996694
0.007, 0.192863, 0.193675, 0.995806
0.008, 0.182838, 0.183766, 0.994948
0.009, 0.1744, 0.175444, 0.994048
0.01, 0.167161, 0.168292, 0.993275
0.02, 0.126431, 0.128173, 0.986408
0.03, 0.107708, 0.10972, 0.981661
0.04, 0.0965203, 0.0986331, 0.978579
0.05, 0.0889883, 0.0911016, 0.976803
0.06, 0.083554, 0.0856018, 0.976078
0.07, 0.0794453, 0.081392, 0.976083
0.08, 0.0762409, 0.0780625, 0.976665
0.09, 0.0736781, 0.0753585, 0.977701
0.1, 0.0716013, 0.0731242, 0.979175
0.2, 0.0622781, 0.0625894, 0.995026
0.3, 0.0602952, 0.0601684, 1.00211
0.4, 0.061395, 0.0613048, 1.00147
0.5, 0.0653435, 0.0654228, 0.998787
0.6, 0.0725842, 0.0726031, 0.99974
0.7, 0.0826977, 0.0827771, 0.999041
0.8, 0.0945976, 0.0949587, 0.996198
0.9, 0.103509, 0.104871, 0.98701
0.0001, 0.63551, 0.639487, 0.993781
0.0002, 0.493714, 0.4971, 0.993189
0.0003, 0.424102, 0.426997, 0.993221
0.0004, 0.379948, 0.382482, 0.993374
0.0005, 0.34846, 0.350704, 0.993601
0.0006, 0.324416, 0.326419, 0.993862
0.0007, 0.305191, 0.307006, 0.994089
0.0008, 0.289335, 0.290983, 0.994336
0.0009, 0.275935, 0.277445, 0.994559
0.001, 0.264396, 0.265786, 0.994769
0.002, 0.198261, 0.198983, 0.996373
0.003, 0.166623, 0.167075, 0.99729
0.004, 0.14696, 0.147291, 0.997751
0.005, 0.133192, 0.133465, 0.997953
0.006, 0.122859, 0.123104, 0.998014
0.007, 0.114736, 0.114977, 0.997908
0.008, 0.108147, 0.108394, 0.997727
0.009, 0.102671, 0.10294, 0.997388
0.01, 0.0980342, 0.0983111, 0.997184
0.02, 0.0735758, 0.0740103, 0.994129
0.03, 0.0641106, 0.0646008, 0.992412
0.04, 0.0596255, 0.0600897, 0.992275
0.05, 0.0574725, 0.0578626, 0.993258
0.06, 0.0565997, 0.0568862, 0.994964
0.07, 0.0564917, 0.056667, 0.996908
0.08, 0.056871, 0.0569367, 0.998845
0.09, 0.0575626, 0.0575267, 1.00062
0.1, 0.0584833, 0.0583417, 1.00243
0.2, 0.0705511, 0.0703398, 1.003
0.3, 0.0820482, 0.082665, 0.992538
0.4, 0.0941725, 0.0951189, 0.99005
0.5, 0.110245, 0.110422, 0.998399
0.6, 0.133829, 0.132204, 1.01229
0.7, 0.166725, 0.164232, 1.01518
0.8, 0.209814, 0.208959, 1.00409
0.9, 0.257932, 0.262198, 0.983727
0.0001, -1.11022e-16, 0, -inf
0.0002, -8.38173e-17, 0, -inf
0.0003, -3.10472e-17, 0, -inf
0.0004, -3.36593e-17, 0, -inf
0.0005, -2.76095e-17, 0, -inf
0.0006, -3.22149e-17, 0, -inf
0.0007, -2.12713e-17, 0, -inf
0.0008, -1.47253e-17, 0, -inf
0.0009, -1.14753e-17, 0, -inf
0.001, 2.75533e-31, 0, inf
0.002, -2.10529e-17, 0, -inf
0.003, -3.92025e-17, 0, -inf
0.004, -3.21885e-17, 0, -inf
0.005, -2.10481e-17, 0, -inf
0.006, -1.34434e-17, 0, -inf
0.007, -1.15882e-17, 0, -inf
0.008, -2.683e-18, 0, -inf
0.009, -1.4675e-17, 0, -inf
0.01, 9.83218e-32, 0, inf
0.02, -1.03341e-17, 0, -inf
0.03, -1.10953e-17, 0, -inf
0.04, -7.19057e-18, 0, -inf
0.05, -3.21044e-18, 0, -inf
0.06, -1.28507e-17, 0, -inf
0.07, 8.71538e-19, 0, inf
0.08, -1.67484e-17, 0, -inf
0.09, -1.50079e-17, 0, -inf
0.1, -1.73472e-17, 0, -inf
0.2, -1.67089e-17, 0, -inf
0.3, 1.29312e-18, 0, inf
0.4, 4.14788e-18, 0, inf
0.5, -2.06362e-17, 0, -inf
0.6, -3.12294e-17, 0, -inf
0.7, -1.50823e-17, 0, -inf
0.8, -4.30143e-18, 0, -inf
0.9, -3.30442e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
