# mu value:
20.000000
# num_x_vals
36
# x, evolved, exact, ratio
0.0006, 0.948396, 0.969277, 0.978457
0.0007, 0.88466, 0.904019, 0.978585
0.0008, 0.832552, 0.850596, 0.978787
0.0009, 0.788858, 0.805788, 0.978989
0.001, 0.751488, 0.76745, 0.979201
0.002, 0.542416, 0.552809, 0.981199
0.003, 0.445927, 0.453852, 0.982539
0.004, 0.387338, 0.393924, 0.98328
0.005, 0.347031, 0.352805, 0.983634
0.006, 0.317218, 0.322456, 0.983757
0.007, 0.294066, 0.298961, 0.983625
0.008, 0.275492, 0.280155, 0.983354
0.009, 0.260208, 0.264744, 0.982867
0.01, 0.247382, 0.251784, 0.982516
0.02, 0.182054, 0.186283, 0.977302
0.03, 0.158514, 0.162736, 0.974061
0.04, 0.148265, 0.152311, 0.973441
0.05, 0.144033, 0.147763, 0.974758
0.06, 0.143002, 0.146317, 0.977344
0.07, 0.143823, 0.146681, 0.98051
0.08, 0.145783, 0.148175, 0.983855
0.09, 0.148444, 0.150377, 0.98715
0.1, 0.151625, 0.153057, 0.990642
0.2, 0.187504, 0.186761, 1.00397
0.3, 0.219748, 0.219924, 0.999202
0.4, 0.252658, 0.253771, 0.995614
0.5, 0.293641, 0.294015, 0.998731
0.6, 0.349508, 0.346429, 1.00889
0.7, 0.420282, 0.415144, 1.01238
0.8, 0.502507, 0.499398, 1.00623
0.9, 0.57277, 0.581546, 0.984909
0.0001, 1.37629, 1.38714, 0.992175
0.0002, 1.01402, 1.02993, 0.984551
0.0003, 0.843887, 0.860438, 0.980765
0.0004, 0.73897, 0.755315, 0.97836
0.0005, 0.665699, 0.681565, 0.97672
0.0006, 0.610677, 0.625989, 0.975539
0.0007, 0.567288, 0.582073, 0.974601
0.0008, 0.531924, 0.54618, 0.973899
0.0009, 0.502348, 0.51612, 0.973317
0.001, 0.477112, 0.490428, 0.972847
0.002, 0.336937, 0.347009, 0.970977
0.003, 0.272777, 0.280953, 0.970898
0.004, 0.233895, 0.24082, 0.971241
0.005, 0.207112, 0.213135, 0.971744
0.006, 0.187235, 0.192559, 0.97235
0.007, 0.171721, 0.176503, 0.972904
0.008, 0.159195, 0.163538, 0.973446
0.009, 0.148812, 0.152804, 0.973871
0.01, 0.140024, 0.143693, 0.974467
0.02, 0.0928663, 0.0949173, 0.978392
0.03, 0.0727448, 0.0741748, 0.980721
0.04, 0.0613537, 0.0624718, 0.982103
0.05, 0.0540432, 0.0549798, 0.982966
0.06, 0.0490086, 0.0498227, 0.983659
0.07, 0.0453775, 0.0461079, 0.984159
0.08, 0.0426839, 0.043351, 0.984611
0.09, 0.0406434, 0.0412538, 0.985204
0.1, 0.0390755, 0.0396385, 0.985798
0.2, 0.033955, 0.034356, 0.988327
0.3, 0.0347997, 0.0349694, 0.995149
0.4, 0.0377207, 0.037699, 1.00058
0.5, 0.0429308, 0.0428369, 1.00219
0.6, 0.0513922, 0.0512208, 1.00335
0.7, 0.0636008, 0.0635826, 1.00029
0.8, 0.0797993, 0.0801546, 0.995568
0.9, 0.0979514, 0.0995651, 0.983793
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
