# mu value:
10.000000
# num_x_vals
36
# x, evolved, exact, ratio
0.06, 0.263243, 0.272845, 0.964808
0.07, 0.268988, 0.277328, 0.969926
0.08, 0.275145, 0.282271, 0.974753
0.09, 0.281442, 0.287439, 0.979134
0.1, 0.287816, 0.29272, 0.983249
0.2, 0.341245, 0.342672, 0.995835
0.3, 0.376542, 0.382806, 0.983636
0.4, 0.402713, 0.414182, 0.972309
0.5, 0.428158, 0.439631, 0.973903
0.6, 0.460221, 0.463789, 0.992306
0.7, 0.49987, 0.493582, 1.01274
0.8, 0.544508, 0.535549, 1.01673
0.9, 0.568902, 0.578157, 0.983991
0.0001, 1.65402, 1.64202, 1.00731
0.0002, 1.27423, 1.27047, 1.00296
0.0003, 1.08994, 1.08869, 1.00115
0.0004, 0.973851, 0.97373, 1.00012
0.0005, 0.891476, 0.891909, 0.999514
0.0006, 0.828815, 0.829533, 0.999134
0.0007, 0.778867, 0.779769, 0.998844
0.0008, 0.737774, 0.738762, 0.998662
0.0009, 0.703122, 0.704165, 0.998519
0.001, 0.673335, 0.674408, 0.998409
0.002, 0.503554, 0.504544, 0.998038
0.003, 0.422783, 0.42371, 0.997813
0.004, 0.372616, 0.37358, 0.99742
0.005, 0.337421, 0.338466, 0.996913
0.006, 0.310914, 0.312051, 0.996357
0.007, 0.289974, 0.291228, 0.995695
0.008, 0.272889, 0.274261, 0.994997
0.009, 0.258595, 0.260104, 0.994199
0.01, 0.246399, 0.248005, 0.993524
0.02, 0.179061, 0.1815, 0.98656
0.03, 0.149018, 0.151859, 0.981297
0.04, 0.131453, 0.134433, 0.977837
0.05, 0.11985, 0.122806, 0.975931
0.06, 0.111627, 0.11445, 0.975334
0.07, 0.105518, 0.10815, 0.975667
0.08, 0.100838, 0.10324, 0.976734
0.09, 0.0971654, 0.0993106, 0.978399
0.1, 0.0942447, 0.0961116, 0.980575
0.2, 0.0822772, 0.0821549, 1.00149
0.3, 0.0809132, 0.0801674, 1.0093
0.4, 0.0836377, 0.0830646, 1.0069
0.5, 0.0900049, 0.0898058, 1.00222
0.6, 0.100501, 0.100292, 1.00208
0.7, 0.114198, 0.114189, 1.00008
0.8, 0.129324, 0.129847, 0.995971
0.9, 0.138976, 0.141011, 0.985572
0.0001, 1.40011, 1.42332, 0.983687
0.0002, 1.0626, 1.0822, 0.981889
0.0003, 0.900246, 0.917282, 0.981427
0.0004, 0.798587, 0.813786, 0.981323
0.0005, 0.726782, 0.740548, 0.981411
0.0006, 0.672373, 0.684978, 0.981597
0.0007, 0.629147, 0.640821, 0.981782
0.0008, 0.59369, 0.604562, 0.982016
0.0009, 0.563872, 0.574068, 0.982238
0.001, 0.538304, 0.547915, 0.982458
0.002, 0.393969, 0.400236, 0.984342
0.003, 0.326459, 0.331253, 0.985527
0.004, 0.285109, 0.289108, 0.986166
0.005, 0.256474, 0.259992, 0.986469
0.006, 0.23518, 0.23838, 0.986577
0.007, 0.218567, 0.221566, 0.986466
0.008, 0.205184, 0.208046, 0.986243
0.009, 0.194131, 0.196922, 0.985828
0.01, 0.184824, 0.187533, 0.98555
0.02, 0.136788, 0.139388, 0.981348
0.03, 0.118991, 0.121564, 0.978833
0.04, 0.110968, 0.113408, 0.978488
0.05, 0.107428, 0.10965, 0.979732
0.06, 0.1063, 0.108247, 0.982016
0.07, 0.106586, 0.108238, 0.984738
0.08, 0.107755, 0.109112, 0.987563
0.09, 0.109475, 0.110549, 0.990288
0.1, 0.111604, 0.112372, 0.993164
0.2, 0.136882, 0.13661, 1.00199
0.3, 0.160123, 0.160793, 0.99583
0.4, 0.184181, 0.185354, 0.99367
0.5, 0.214837, 0.214926, 0.999589
0.6, 0.257746, 0.254772, 1.01167
0.7, 0.313961, 0.309386, 1.01479
0.8, 0.382145, 0.379899, 1.00591
0.9, 0.446756, 0.454608, 0.982728
0.0001, 0.706319, 0.703641, 1.00381
0.0002, 0.526153, 0.527273, 0.997875
0.0003, 0.440718, 0.442954, 0.994954
0.0004, 0.387711, 0.390405, 0.9931
0.0005, 0.350523, 0.353405, 0.991845
0.0006, 0.322496, 0.325441, 0.99095
0.0007, 0.300328, 0.30329, 0.990232
0.0008, 0.282212, 0.285148, 0.989703
0.0009, 0.267027, 0.269925, 0.989263
0.001, 0.254043, 0.256893, 0.988906
0.002, 0.181416, 0.183714, 0.987492
0.003, 0.147822, 0.149707, 0.987405
0.004, 0.127326, 0.128925, 0.9876
0.005, 0.113138, 0.114523, 0.987902
0.006, 0.102565, 0.103781, 0.988282
0.007, 0.0942846, 0.0953713, 0.988605
0.008, 0.0875796, 0.0885613, 0.988915
0.009, 0.0820066, 0.0829091, 0.989115
0.01, 0.0772794, 0.0781007, 0.989483
0.02, 0.0516964, 0.0521363, 0.991563
0.03, 0.0406299, 0.0409289, 0.992695
0.04, 0.0343011, 0.034531, 0.993342
0.05, 0.030203, 0.0303918, 0.99379
0.06, 0.0273567, 0.0275138, 0.994291
0.07, 0.0252866, 0.0254199, 0.994757
0.08, 0.0237375, 0.0238499, 0.995285
0.09, 0.0225538, 0.022643, 0.996058
0.1, 0.0216344, 0.0217027, 0.996854
0.2, 0.0184292, 0.0184071, 1.0012
0.3, 0.0186543, 0.0184912, 1.00882
0.4, 0.0200689, 0.0197814, 1.01454
0.5, 0.0227992, 0.0224383, 1.01608
0.6, 0.0274333, 0.026991, 1.01639
0.7, 0.0344481, 0.0339754, 1.01391
0.8, 0.0442586, 0.0437525, 1.01157
0.9, 0.0564204, 0.0560772, 1.00612
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
