# mu value:
1.414214
# num_x_vals
36
# x, evolved, exact, ratio
0.06, -7.79774e-19, 0, -inf
0.07, -3.31754e-18, 0, -inf
0.08, -3.44999e-18, 0, -inf
0.09, -3.45907e-18, 0, -inf
0.1, -3.46945e-18, 0, -inf
0.2, -2.25853e-18, 0, -inf
0.3, -1.85946e-18, 0, -inf
0.4, -1.46387e-18, 0, -inf
0.5, -7.40998e-18, 0, -inf
0.6, -1.15091e-18, 0, -inf
0.7, -8.81511e-18, 0, -inf
0.8, -1.09682e-18, 0, -inf
0.9, -3.13164e-18, 0, -inf
0.0001, -6.93889e-18, 0, -inf
0.0002, -2.80525e-17, 0, -inf
0.0003, -2.94084e-17, 0, -inf
0.0004, -7.9669e-18, 0, -inf
0.0005, -1.74354e-17, 0, -inf
0.0006, -1.83987e-17, 0, -inf
0.0007, -9.49798e-18, 0, -inf
0.0008, -2.80971e-17, 0, -inf
0.0009, -1.7978e-17, 0, -inf
0.001, -1.23939e-31, 0, -inf
0.002, -1.38035e-17, 0, -inf
0.003, -2.73978e-18, 0, -inf
0.004, -1.13394e-17, 0, -inf
0.005, -1.23594e-17, 0, -inf
0.006, -8.80335e-18, 0, -inf
0.007, -8.82722e-18, 0, -inf
0.008, -9.88863e-18, 0, -inf
0.009, -1.41415e-17, 0, -inf
0.01, -5.20417e-18, 0, -inf
0.02, 3.51912e-18, 0, inf
0.03, -1.1378e-17, 0, -inf
0.04, -7.98347e-18, 0, -inf
0.05, -3.41087e-18, 0, -inf
0.06, -5.16728e-18, 0, -inf
0.07, 8.34963e-19, 0, inf
0.08, -1.27773e-17, 0, -inf
0.09, -7.56655e-18, 0, -inf
0.1, -1.38778e-17, 0, -inf
0.2, -4.88991e-18, 0, -inf
0.3, -4.93129e-18, 0, -inf
0.4, -1.51119e-17, 0, -inf
0.5, -1.4382e-17, 0, -inf
0.6, -1.85329e-17, 0, -inf
0.7, -1.89116e-17, 0, -inf
0.8, 4.59321e-18, 0, inf
0.9, -1.12323e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
