# mu value:
1.300000
# num_x_vals
36
# x, evolved, exact, ratio
0.0003, -5.79937e-19, 0, -inf
0.0004, -1.18647e-17, 0, -inf
0.0005, -1.74448e-17, 0, -inf
0.0006, -4.31639e-18, 0, -inf
0.0007, -1.02176e-17, 0, -inf
0.0008, -1.03672e-17, 0, -inf
0.0009, -6.27528e-18, 0, -inf
0.001, 2.44275e-31, 0, inf
0.002, -1.02189e-17, 0, -inf
0.003, -8.24709e-18, 0, -inf
0.004, -7.9712e-18, 0, -inf
0.005, 1.71804e-18, 0, inf
0.006, -4.61093e-18, 0, -inf
0.007, 3.40404e-19, 0, inf
0.008, -8.78819e-18, 0, -inf
0.009, -8.57272e-18, 0, -inf
0.01, -5.20417e-18, 0, -inf
0.02, 6.86748e-21, 0, inf
0.03, -7.65087e-19, 0, -inf
0.04, -3.3981e-18, 0, -inf
0.05, -4.82766e-20, 0, -inf
0.06, -1.57435e-18, 0, -inf
0.07, 1.81012e-18, 0, inf
0.08, -1.66771e-18, 0, -inf
0.09, -1.32023e-18, 0, -inf
0.1, -3.46945e-18, 0, -inf
0.2, -4.99468e-18, 0, -inf
0.3, 1.08806e-18, 0, inf
0.4, 2.64925e-18, 0, inf
0.5, -3.59166e-18, 0, -inf
0.6, -1.1382e-17, 0, -inf
0.7, -8.74638e-20, 0, -inf
0.8, 9.49079e-18, 0, inf
0.9, -4.02342e-18, 0, -inf
0.0001, -2.77556e-17, 0, -inf
0.0002, -2.18804e-17, 0, -inf
0.0003, -1.42886e-17, 0, -inf
0.0004, -3.35154e-17, 0, -inf
0.0005, -3.16254e-17, 0, -inf
0.0006, 6.78345e-19, 0, inf
0.0007, -3.51166e-18, 0, -inf
0.0008, -6.78806e-18, 0, -inf
0.0009, -1.57221e-17, 0, -inf
0.001, 6.93889e-18, 0, inf
0.002, -1.39082e-17, 0, -inf
0.003, -1.24967e-17, 0, -inf
0.004, -1.51175e-17, 0, -inf
0.005, -8.72453e-18, 0, -inf
0.006, -6.68845e-18, 0, -inf
0.007, 5.67709e-19, 0, inf
0.008, -1.26035e-17, 0, -inf
0.009, -1.12511e-17, 0, -inf
0.01, -1.73472e-18, 0, -inf
0.02, -3.46945e-18, 0, -inf
0.03, -6.03725e-18, 0, -inf
0.04, -1.03781e-17, 0, -inf
0.05, -1.72723e-18, 0, -inf
0.06, -5.61002e-18, 0, -inf
0.07, -3.39292e-18, 0, -inf
0.08, -4.43235e-18, 0, -inf
0.09, -4.20495e-18, 0, -inf
0.1, -8.67362e-18, 0, -inf
0.2, -2.7324e-18, 0, -inf
0.3, -1.47299e-17, 0, -inf
0.4, -9.82923e-18, 0, -inf
0.5, -7.47218e-18, 0, -inf
0.6, -1.99322e-17, 0, -inf
0.7, -8.59353e-19, 0, -inf
0.8, 3.97218e-18, 0, inf
0.9, -1.30706e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
