# mu values:
1.414214
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.03, 0.121727, 0.122082, 0.997095
0.04, 0.12797, 0.128309, 0.997363
0.05, 0.134, 0.1343, 0.997764
0.06, 0.139743, 0.139993, 0.998212
0.07, 0.145194, 0.145394, 0.998621
0.08, 0.150377, 0.150527, 0.999007
0.09, 0.155304, 0.155407, 0.999337
0.1, 0.160007, 0.160064, 0.999643
0.2, 0.197579, 0.197495, 1.00043
0.3, 0.223505, 0.223791, 0.998721
0.4, 0.24154, 0.242337, 0.99671
0.5, 0.253373, 0.254427, 0.995857
0.6, 0.260396, 0.261085, 0.997361
0.7, 0.264802, 0.264603, 1.00075
0.8, 0.270886, 0.269914, 1.0036
0.9, 0.279008, 0.279136, 0.999542
0.0001, 0.252018, 0.251511, 1.00202
0.0002, 0.211634, 0.211306, 1.00155
0.0003, 0.190594, 0.190337, 1.00135
0.0004, 0.176738, 0.176525, 1.00121
0.0005, 0.166578, 0.166393, 1.00111
0.0006, 0.158647, 0.15848, 1.00106
0.0007, 0.15219, 0.152038, 1.001
0.0008, 0.146778, 0.146638, 1.00095
0.0009, 0.142142, 0.142012, 1.00092
0.001, 0.138101, 0.13798, 1.00088
0.002, 0.113929, 0.113856, 1.00064
0.003, 0.10162, 0.101572, 1.00047
0.004, 0.0936513, 0.0936248, 1.00028
0.005, 0.0878915, 0.0878817, 1.00011
0.006, 0.0834513, 0.0834544, 0.999964
0.007, 0.0798761, 0.0798926, 0.999793
0.008, 0.0769121, 0.0769394, 0.999645
0.009, 0.0743982, 0.0744373, 0.999475
0.01, 0.0722237, 0.0722715, 0.999339
0.02, 0.0596942, 0.0598049, 0.998149
0.03, 0.0537121, 0.0538558, 0.997331
0.04, 0.0500317, 0.0501939, 0.996768
0.05, 0.0474843, 0.0476557, 0.996402
0.06, 0.0455936, 0.0457673, 0.996206
0.07, 0.0441212, 0.0442947, 0.996083
0.08, 0.0429374, 0.0431074, 0.996056
0.09, 0.041959, 0.0421239, 0.996085
0.1, 0.0411356, 0.0412937, 0.996173
0.2, 0.0368014, 0.0368804, 0.997858
0.3, 0.0352165, 0.0352599, 0.99877
0.4, 0.0350896, 0.0351314, 0.99881
0.5, 0.0364984, 0.0365486, 0.998628
0.6, 0.0397649, 0.0398003, 0.99911
0.7, 0.0450843, 0.0451084, 0.999465
0.8, 0.0522616, 0.0522873, 0.999508
0.9, 0.0595143, 0.0596242, 0.998156
0.0001, -6.93889e-18, 0, -inf
0.0002, -6.9994e-18, 0, -inf
0.0003, -9.84291e-18, 0, -inf
0.0004, -6.58877e-18, 0, -inf
0.0005, 3.4405e-18, 0, inf
0.0006, 6.38287e-18, 0, inf
0.0007, -1.0064e-17, 0, -inf
0.0008, -4.60531e-18, 0, -inf
0.0009, 2.33786e-18, 0, inf
0.001, 1.73472e-18, 0, inf
0.002, -5.18223e-18, 0, -inf
0.003, -3.8809e-18, 0, -inf
0.004, -3.54646e-18, 0, -inf
0.005, -5.28889e-18, 0, -inf
0.006, -2.09151e-18, 0, -inf
0.007, -5.24187e-18, 0, -inf
0.008, -3.57538e-18, 0, -inf
0.009, -3.09158e-18, 0, -inf
0.01, -1.73472e-18, 0, -inf
0.02, 1.75124e-18, 0, inf
0.03, -3.81291e-18, 0, -inf
0.04, -1.72137e-18, 0, -inf
0.05, -1.76435e-18, 0, -inf
0.06, -8.4283e-19, 0, -inf
0.07, -3.52656e-18, 0, -inf
0.08, -2.08171e-18, 0, -inf
0.09, -2.80315e-18, 0, -inf
0.1, -1.74608e-30, 0, -inf
0.2, -5.36009e-18, 0, -inf
0.3, 2.7048e-18, 0, inf
0.4, -6.56608e-18, 0, -inf
0.5, -3.40429e-18, 0, -inf
0.6, -1.1036e-17, 0, -inf
0.7, -9.40764e-18, 0, -inf
0.8, -1.53155e-17, 0, -inf
0.9, 1.11683e-18, 0, inf
0.0001, -2.08167e-17, 0, -inf
0.0002, -2.67776e-17, 0, -inf
0.0003, -1.16392e-17, 0, -inf
0.0004, -1.94097e-17, 0, -inf
0.0005, -1.03421e-17, 0, -inf
0.0006, -6.22088e-18, 0, -inf
0.0007, -1.41422e-17, 0, -inf
0.0008, -5.16744e-18, 0, -inf
0.0009, -4.63642e-18, 0, -inf
0.001, -8.67362e-18, 0, -inf
0.002, -2.05073e-18, 0, -inf
0.003, -1.18574e-17, 0, -inf
0.004, -9.69149e-18, 0, -inf
0.005, -5.20902e-18, 0, -inf
0.006, -5.96681e-18, 0, -inf
0.007, -6.93889e-18, 0, -inf
0.008, -7.08375e-18, 0, -inf
0.009, -6.33012e-18, 0, -inf
0.01, -5.20417e-18, 0, -inf
0.02, -5.20284e-18, 0, -inf
0.03, -6.84227e-18, 0, -inf
0.04, -1.75266e-18, 0, -inf
0.05, -5.28693e-18, 0, -inf
0.06, -6.64927e-18, 0, -inf
0.07, -6.92061e-18, 0, -inf
0.08, -8.7309e-18, 0, -inf
0.09, -1.18621e-17, 0, -inf
0.1, -1.04083e-17, 0, -inf
0.2, -1.91332e-17, 0, -inf
0.3, -1.07689e-17, 0, -inf
0.4, -1.42878e-17, 0, -inf
0.5, -1.3586e-17, 0, -inf
0.6, -3.26431e-19, 0, -inf
0.7, -1.2357e-17, 0, -inf
0.8, -1.73427e-17, 0, -inf
0.9, -5.40756e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
