# mu values:
1.300000
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.3, 0.136902, 0.136902, 1
0.4, 0.141937, 0.141937, 1
0.5, 0.145508, 0.145508, 1
0.6, 0.147061, 0.147061, 1
0.7, 0.143109, 0.143109, 1
0.8, 0.126222, 0.126224, 0.999984
0.9, 0.0841484, 0.0841484, 1
0.0001, 0.367676, 0.367676, 1
0.0002, 0.314971, 0.314971, 1
0.0003, 0.287197, 0.287193, 1.00001
0.0004, 0.268794, 0.268793, 1
0.0005, 0.255249, 0.255249, 1
0.0006, 0.24465, 0.244648, 1.00001
0.0007, 0.236008, 0.236007, 1
0.0008, 0.228759, 0.228759, 1
0.0009, 0.222548, 0.222547, 1.00001
0.001, 0.217133, 0.217133, 1
0.002, 0.184892, 0.184892, 1
0.003, 0.168775, 0.168772, 1.00001
0.004, 0.158605, 0.158605, 1
0.005, 0.151474, 0.151474, 1
0.006, 0.146161, 0.14616, 1.00001
0.007, 0.142041, 0.14204, 1
0.008, 0.138761, 0.138759, 1.00001
0.009, 0.136105, 0.136106, 0.999992
0.01, 0.133907, 0.133907, 1
0.02, 0.124471, 0.124471, 1
0.03, 0.123657, 0.123658, 0.999994
0.04, 0.125629, 0.125629, 1
0.05, 0.128812, 0.128812, 1
0.06, 0.132577, 0.132573, 1.00003
0.07, 0.136616, 0.136616, 0.999999
0.08, 0.140783, 0.140783, 1
0.09, 0.14497, 0.14497, 1
0.1, 0.14913, 0.14913, 1
0.2, 0.185449, 0.185449, 1
0.3, 0.213612, 0.213611, 1
0.4, 0.24115, 0.24115, 0.999999
0.5, 0.273991, 0.273992, 0.999999
0.6, 0.310559, 0.310559, 1
0.7, 0.336582, 0.336582, 1
0.8, 0.321223, 0.321229, 0.999979
0.9, 0.218087, 0.218087, 1
0.0001, 0.371387, 0.371387, 1
0.0002, 0.314261, 0.314261, 1
0.0003, 0.284101, 0.284097, 1.00001
0.0004, 0.264055, 0.264054, 1
0.0005, 0.249249, 0.249249, 1
0.0006, 0.237618, 0.237616, 1.00001
0.0007, 0.228097, 0.228097, 1
0.0008, 0.22008, 0.220079, 1
0.0009, 0.213181, 0.21318, 1.00001
0.001, 0.207142, 0.207142, 1
0.002, 0.170439, 0.170438, 1
0.003, 0.151243, 0.151241, 1.00001
0.004, 0.138564, 0.138564, 1
0.005, 0.129244, 0.129243, 1
0.006, 0.121951, 0.121949, 1.00002
0.007, 0.116, 0.115999, 1
0.008, 0.111006, 0.111005, 1.00001
0.009, 0.106722, 0.106722, 0.999999
0.01, 0.102977, 0.102977, 1
0.02, 0.0804888, 0.0804886, 1
0.03, 0.0690042, 0.0690034, 1.00001
0.04, 0.0616112, 0.0616109, 1
0.05, 0.0563317, 0.0563316, 1
0.06, 0.0523328, 0.0523307, 1.00004
0.07, 0.0491833, 0.0491831, 1
0.08, 0.0466441, 0.0466438, 1.00001
0.09, 0.0445556, 0.0445554, 1.00001
0.1, 0.0428176, 0.0428176, 1
0.2, 0.0350727, 0.0350727, 1
0.3, 0.0348082, 0.034808, 1.00001
0.4, 0.0385502, 0.0385503, 0.999998
0.5, 0.0460165, 0.0460165, 0.999999
0.6, 0.0563055, 0.0563056, 0.999999
0.7, 0.0657765, 0.0657764, 1
0.8, 0.0665047, 0.0665063, 0.999976
0.9, 0.0463951, 0.0463951, 1
0.0001, 6.93889e-18, 0, inf
0.0002, -1.35784e-17, 0, -inf
0.0003, -2.18767e-17, 0, -inf
0.0004, -5.82645e-18, 0, -inf
0.0005, -1.7296e-17, 0, -inf
0.0006, -7.91097e-18, 0, -inf
0.0007, -6.93889e-18, 0, -inf
0.0008, -6.89997e-18, 0, -inf
0.0009, -7.1181e-18, 0, -inf
0.001, -6.93889e-18, 0, -inf
0.002, -6.82078e-18, 0, -inf
0.003, -9.9109e-18, 0, -inf
0.004, -7.97889e-18, 0, -inf
0.005, 1.41765e-19, 0, inf
0.006, -9.49109e-18, 0, -inf
0.007, -4.13532e-18, 0, -inf
0.008, 7.30492e-19, 0, inf
0.009, -6.72254e-18, 0, -inf
0.01, -3.46945e-18, 0, -inf
0.02, -3.4997e-18, 0, -inf
0.03, -1.80272e-18, 0, -inf
0.04, -3.03138e-18, 0, -inf
0.05, -5.21166e-18, 0, -inf
0.06, -1.05638e-18, 0, -inf
0.07, -4.97462e-18, 0, -inf
0.08, -4.42153e-18, 0, -inf
0.09, 1.1489e-18, 0, inf
0.1, 1.83303e-30, 0, inf
0.2, -3.14263e-19, 0, -inf
0.3, 1.41465e-18, 0, inf
0.4, -2.5673e-18, 0, -inf
0.5, -8.80471e-18, 0, -inf
0.6, -4.49471e-18, 0, -inf
0.7, -8.43023e-18, 0, -inf
0.8, -1.95885e-17, 0, -inf
0.9, 2.15817e-18, 0, inf
0.0001, -1.38778e-17, 0, -inf
0.0002, -4.12241e-17, 0, -inf
0.0003, -1.61094e-17, 0, -inf
0.0004, -2.55998e-17, 0, -inf
0.0005, -2.44719e-17, 0, -inf
0.0006, -1.04281e-17, 0, -inf
0.0007, -1.4787e-17, 0, -inf
0.0008, 8.08562e-19, 0, inf
0.0009, -2.6369e-18, 0, -inf
0.001, -1.38778e-17, 0, -inf
0.002, -1.67538e-17, 0, -inf
0.003, -1.26362e-17, 0, -inf
0.004, -9.38805e-18, 0, -inf
0.005, 9.27965e-21, 0, inf
0.006, -1.52975e-17, 0, -inf
0.007, -7.5682e-18, 0, -inf
0.008, -6.65159e-18, 0, -inf
0.009, -1.71713e-17, 0, -inf
0.01, -1.04083e-17, 0, -inf
0.02, -1.33517e-17, 0, -inf
0.03, -3.43733e-18, 0, -inf
0.04, -9.5287e-18, 0, -inf
0.05, -5.16909e-18, 0, -inf
0.06, -8.04071e-18, 0, -inf
0.07, -6.99544e-18, 0, -inf
0.08, -6.95726e-18, 0, -inf
0.09, -5.22205e-18, 0, -inf
0.1, -1.73472e-18, 0, -inf
0.2, 1.99304e-18, 0, inf
0.3, -3.10592e-18, 0, -inf
0.4, -5.19748e-18, 0, -inf
0.5, -1.21916e-17, 0, -inf
0.6, -1.24589e-17, 0, -inf
0.7, -1.03209e-17, 0, -inf
0.8, -1.33436e-17, 0, -inf
0.9, -8.73633e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
