# mu values:
1.414214
# num_x_vals
36
# x, apfel++, SAL, ratio
0.009, 0.0160081, 0.010224, 1.56574
0.01, 0.0164533, 0.0108928, 1.51048
0.02, 0.0207448, 0.0164849, 1.25841
0.03, 0.02456, 0.0209312, 1.17337
0.04, 0.0279605, 0.0247251, 1.13085
0.05, 0.0310281, 0.0280688, 1.10543
0.06, 0.0338213, 0.0310704, 1.08854
0.07, 0.0363823, 0.0337965, 1.07651
0.08, 0.038742, 0.0362921, 1.0675
0.09, 0.0409237, 0.0385894, 1.06049
0.1, 0.0429472, 0.0407125, 1.05489
0.2, 0.0568317, 0.0552137, 1.0293
0.3, 0.0630671, 0.0617442, 1.02143
0.4, 0.0644466, 0.063117, 1.02107
0.5, 0.0623836, 0.060671, 1.02823
0.6, 0.0576809, 0.0551688, 1.04553
0.7, 0.0507125, 0.0470437, 1.07799
0.8, 0.0413747, 0.0364657, 1.13462
0.9, 0.0284426, 0.0232453, 1.22358
0.0001, 0.0252621, 0, inf
0.0002, 0.0204431, 0, inf
0.0003, 0.0180301, 0, inf
0.0004, 0.016476, 0, inf
0.0005, 0.0153534, 0, inf
0.0006, 0.0144866, 0, inf
0.0007, 0.0137866, 0, inf
0.0008, 0.0132041, 0, inf
0.0009, 0.0127078, 0, inf
0.001, 0.0122772, 0, inf
0.002, 0.0097375, 0, inf
0.003, 0.00846596, 0, inf
0.004, 0.00765101, 0, inf
0.005, 0.00706709, 0, inf
0.006, 0.00662095, 0, inf
0.007, 0.00626518, 0, inf
0.008, 0.00597328, 0, inf
0.009, 0.00572847, 0, inf
0.01, 0.00551966, 0, inf
0.02, 0.00440686, 0, inf
0.03, 0.00399666, 0, inf
0.04, 0.00383487, 0, inf
0.05, 0.00379294, 0, inf
0.06, 0.00381746, 0, inf
0.07, 0.00388146, 0, inf
0.08, 0.00397017, 0, inf
0.09, 0.00407416, 0, inf
0.1, 0.00418878, 0, inf
0.2, 0.00548279, 0, inf
0.3, 0.00699534, 0, inf
0.4, 0.00915633, 0, inf
0.5, 0.0123653, 0, inf
0.6, 0.0167757, 0, inf
0.7, 0.0221046, 0, inf
0.8, 0.0271009, 0, inf
0.9, 0.0272813, 0, inf
0.0001, -4.33681e-18, 0, -inf
0.0002, -1.72409e-18, 0, -inf
0.0003, 6.1718e-19, 0, inf
0.0004, -1.53284e-19, 0, -inf
0.0005, -8.63956e-19, 0, -inf
0.0006, -2.42719e-18, 0, -inf
0.0007, -2.21581e-18, 0, -inf
0.0008, -1.74445e-18, 0, -inf
0.0009, -1.65114e-18, 0, -inf
0.001, -1.73472e-18, 0, -inf
0.002, -2.1722e-18, 0, -inf
0.003, -9.25656e-19, 0, -inf
0.004, -4.62678e-19, 0, -inf
0.005, -2.157e-18, 0, -inf
0.006, -6.13889e-19, 0, -inf
0.007, -2.02107e-18, 0, -inf
0.008, -2.95605e-18, 0, -inf
0.009, -1.49594e-18, 0, -inf
0.01, -1.30104e-18, 0, -inf
0.02, -2.67217e-18, 0, -inf
0.03, -8.06619e-19, 0, -inf
0.04, -4.29284e-18, 0, -inf
0.05, -1.03893e-17, 0, -inf
0.06, -5.83708e-18, 0, -inf
0.07, -6.82412e-18, 0, -inf
0.08, -6.46542e-18, 0, -inf
0.09, -4.70831e-18, 0, -inf
0.1, -5.20417e-18, 0, -inf
0.2, -6.94011e-18, 0, -inf
0.3, -2.33817e-18, 0, -inf
0.4, -9.67409e-18, 0, -inf
0.5, -1.39765e-17, 0, -inf
0.6, -1.73592e-17, 0, -inf
0.7, -1.18446e-17, 0, -inf
0.8, -5.1268e-19, 0, -inf
0.9, -8.08324e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
