# mu value:
1.414214
# num_x_vals
36
# x, apfel++, SAL, ratio
0.01, 0.0106127, 0.0450896, 0.235369
0.02, 0.014569, 0.0448852, 0.324583
0.03, 0.0179608, 0.0463545, 0.387465
0.04, 0.0209747, 0.0482757, 0.434478
0.05, 0.0237051, 0.0503041, 0.471235
0.06, 0.0262074, 0.0523028, 0.50107
0.07, 0.0285185, 0.0542093, 0.526083
0.08, 0.0306642, 0.0559934, 0.547639
0.09, 0.0326634, 0.0576417, 0.566664
0.1, 0.0345316, 0.0591493, 0.583805
0.2, 0.0478569, 0.0674049, 0.70999
0.3, 0.0544943, 0.0678309, 0.803385
0.4, 0.0567061, 0.0657376, 0.862612
0.5, 0.055739, 0.0642437, 0.867619
0.6, 0.0524, 0.0647464, 0.809311
0.7, 0.0471902, 0.0672556, 0.701655
0.8, 0.0403291, 0.0703262, 0.573457
0.9, 0.0315244, 0.0698726, 0.451169
0.0001, 0.00774091, 0, inf
0.0002, 0.00676088, 0, inf
0.0003, 0.0062427, 0, inf
0.0004, 0.00589749, 0, inf
0.0005, 0.00564191, 0, inf
0.0006, 0.0054407, 0, inf
0.0007, 0.00527564, 0, inf
0.0008, 0.00513642, 0, inf
0.0009, 0.00501643, 0, inf
0.001, 0.00491127, 0, inf
0.002, 0.00427006, 0, inf
0.003, 0.00393561, 0, inf
0.004, 0.00371746, 0, inf
0.005, 0.00356024, 0, inf
0.006, 0.00344036, 0, inf
0.007, 0.00334554, 0, inf
0.008, 0.00326877, 0, inf
0.009, 0.00320555, 0, inf
0.01, 0.00315285, 0, inf
0.02, 0.0029216, 0, inf
0.03, 0.00291453, 0, inf
0.04, 0.00299105, 0, inf
0.05, 0.00310833, 0, inf
0.06, 0.00324758, 0, inf
0.07, 0.00339882, 0, inf
0.08, 0.00355639, 0, inf
0.09, 0.00371656, 0, inf
0.1, 0.00387726, 0, inf
0.2, 0.00532617, 0, inf
0.3, 0.0064675, 0, inf
0.4, 0.00757625, 0, inf
0.5, 0.00902429, 0, inf
0.6, 0.0112087, 0, inf
0.7, 0.0145169, 0, inf
0.8, 0.0193324, 0, inf
0.9, 0.0259708, 0, inf
0.0001, -4.33681e-19, 0, -inf
0.0002, -4.76619e-19, 0, -inf
0.0003, -1.03223e-18, 0, -inf
0.0004, -4.44404e-19, 0, -inf
0.0005, -2.11764e-19, 0, -inf
0.0006, -5.45168e-19, 0, -inf
0.0007, -2.14554e-19, 0, -inf
0.0008, -4.50571e-19, 0, -inf
0.0009, -6.8908e-19, 0, -inf
0.001, -6.50521e-19, 0, -inf
0.002, -2.30047e-20, 0, -inf
0.003, 1.73367e-19, 0, inf
0.004, -2.73571e-19, 0, -inf
0.005, -1.73377e-18, 0, -inf
0.006, -1.54805e-18, 0, -inf
0.007, -4.38392e-19, 0, -inf
0.008, -8.07098e-19, 0, -inf
0.009, -4.57493e-19, 0, -inf
0.01, -8.67362e-19, 0, -inf
0.02, -2.898e-18, 0, -inf
0.03, -1.9873e-18, 0, -inf
0.04, -4.5926e-18, 0, -inf
0.05, -1.77528e-20, 0, -inf
0.06, -5.60599e-18, 0, -inf
0.07, -1.07213e-17, 0, -inf
0.08, -4.80974e-18, 0, -inf
0.09, -5.61956e-18, 0, -inf
0.1, -3.46945e-18, 0, -inf
0.2, -5.55324e-18, 0, -inf
0.3, -9.12498e-18, 0, -inf
0.4, -6.70644e-18, 0, -inf
0.5, -4.88531e-18, 0, -inf
0.6, -5.54341e-18, 0, -inf
0.7, -6.75824e-18, 0, -inf
0.8, -1.06961e-17, 0, -inf
0.9, -9.23203e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
