# mu value:
1.414214
# num_x_vals
36
# x, apfel++, SAL, ratio
0.03, 0.0758974, 0.163319, 0.464719
0.04, 0.0886275, 0.172216, 0.514632
0.05, 0.0999123, 0.181272, 0.551175
0.06, 0.110074, 0.190044, 0.579205
0.07, 0.11932, 0.198335, 0.601608
0.08, 0.12779, 0.206058, 0.620168
0.09, 0.135588, 0.213177, 0.636036
0.1, 0.142794, 0.219686, 0.649992
0.2, 0.191791, 0.256165, 0.7487
0.3, 0.213803, 0.26029, 0.821403
0.4, 0.219217, 0.253919, 0.863334
0.5, 0.213194, 0.249712, 0.853757
0.6, 0.198611, 0.253343, 0.783962
0.7, 0.176716, 0.264893, 0.66712
0.8, 0.146884, 0.27861, 0.527201
0.9, 0.104006, 0.278168, 0.373894
0.0001, 0.0259668, 0.0851615, 0.304913
0.0002, 0.0215103, 0.0762686, 0.282033
0.0003, 0.0193903, 0.0715262, 0.271094
0.0004, 0.0180916, 0.0683577, 0.26466
0.0005, 0.0171995, 0.0660098, 0.26056
0.0006, 0.0165452, 0.064162, 0.257867
0.0007, 0.0160439, 0.062649, 0.256093
0.0008, 0.0156488, 0.0613751, 0.254971
0.0009, 0.0153307, 0.0602797, 0.254325
0.001, 0.0150703, 0.0593227, 0.254039
0.002, 0.0139596, 0.053583, 0.260523
0.003, 0.013839, 0.0507143, 0.272883
0.004, 0.0140238, 0.0489327, 0.286594
0.005, 0.0143395, 0.0477166, 0.300514
0.006, 0.0147199, 0.0468439, 0.314234
0.007, 0.0151342, 0.0462, 0.327579
0.008, 0.0155666, 0.0457186, 0.340486
0.009, 0.0160081, 0.0453578, 0.352929
0.01, 0.0164533, 0.0450896, 0.364902
0.02, 0.0207448, 0.0448852, 0.462176
0.03, 0.02456, 0.0463545, 0.52983
0.04, 0.0279605, 0.0482757, 0.579184
0.05, 0.0310281, 0.0503041, 0.61681
0.06, 0.0338213, 0.0523028, 0.646644
0.07, 0.0363823, 0.0542093, 0.671146
0.08, 0.038742, 0.0559934, 0.691903
0.09, 0.0409237, 0.0576417, 0.709966
0.1, 0.0429472, 0.0591493, 0.726082
0.2, 0.0568317, 0.0674049, 0.843138
0.3, 0.0630671, 0.0678309, 0.92977
0.4, 0.0644466, 0.0657376, 0.980361
0.5, 0.0623836, 0.0642437, 0.971046
0.6, 0.0576809, 0.0647464, 0.890874
0.7, 0.0507125, 0.0672556, 0.754026
0.8, 0.0413747, 0.0703262, 0.588325
0.9, 0.0284426, 0.0698726, 0.407064
0.0001, 0.0252621, 0, inf
0.0002, 0.0204431, 0, inf
0.0003, 0.0180301, 0, inf
0.0004, 0.016476, 0, inf
0.0005, 0.0153534, 0, inf
0.0006, 0.0144866, 0, inf
0.0007, 0.0137866, 0, inf
0.0008, 0.0132041, 0, inf
0.0009, 0.0127078, 0, inf
0.001, 0.0122772, 0, inf
0.002, 0.0097375, 0, inf
0.003, 0.00846596, 0, inf
0.004, 0.00765101, 0, inf
0.005, 0.00706709, 0, inf
0.006, 0.00662095, 0, inf
0.007, 0.00626518, 0, inf
0.008, 0.00597328, 0, inf
0.009, 0.00572847, 0, inf
0.01, 0.00551966, 0, inf
0.02, 0.00440686, 0, inf
0.03, 0.00399666, 0, inf
0.04, 0.00383487, 0, inf
0.05, 0.00379294, 0, inf
0.06, 0.00381746, 0, inf
0.07, 0.00388146, 0, inf
0.08, 0.00397017, 0, inf
0.09, 0.00407416, 0, inf
0.1, 0.00418878, 0, inf
0.2, 0.00548279, 0, inf
0.3, 0.00699534, 0, inf
0.4, 0.00915633, 0, inf
0.5, 0.0123653, 0, inf
0.6, 0.0167757, 0, inf
0.7, 0.0221046, 0, inf
0.8, 0.0271009, 0, inf
0.9, 0.0272813, 0, inf
0.0001, -4.33681e-18, 0, -inf
0.0002, -1.72409e-18, 0, -inf
0.0003, 6.1718e-19, 0, inf
0.0004, -1.53284e-19, 0, -inf
0.0005, -8.63956e-19, 0, -inf
0.0006, -2.42719e-18, 0, -inf
0.0007, -2.21581e-18, 0, -inf
0.0008, -1.74445e-18, 0, -inf
0.0009, -1.65114e-18, 0, -inf
0.001, -1.73472e-18, 0, -inf
0.002, -2.1722e-18, 0, -inf
0.003, -9.25656e-19, 0, -inf
0.004, -4.62678e-19, 0, -inf
0.005, -2.157e-18, 0, -inf
0.006, -6.13889e-19, 0, -inf
0.007, -2.02107e-18, 0, -inf
0.008, -2.95605e-18, 0, -inf
0.009, -1.49594e-18, 0, -inf
0.01, -1.30104e-18, 0, -inf
0.02, -2.67217e-18, 0, -inf
0.03, -8.06619e-19, 0, -inf
0.04, -4.29284e-18, 0, -inf
0.05, -1.03893e-17, 0, -inf
0.06, -5.83708e-18, 0, -inf
0.07, -6.82412e-18, 0, -inf
0.08, -6.46542e-18, 0, -inf
0.09, -4.70831e-18, 0, -inf
0.1, -5.20417e-18, 0, -inf
0.2, -6.94011e-18, 0, -inf
0.3, -2.33817e-18, 0, -inf
0.4, -9.67409e-18, 0, -inf
0.5, -1.39765e-17, 0, -inf
0.6, -1.73592e-17, 0, -inf
0.7, -1.18446e-17, 0, -inf
0.8, -5.1268e-19, 0, -inf
0.9, -8.08324e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
