# mu value:
1.414214
# num_x_vals
36
# x, apfel++, SAL, ratio
0.01, 0.138933, 0.139202, 0.998066
0.02, 0.161909, 0.128267, 1.26228
0.03, 0.176446, 0.123702, 1.42639
0.04, 0.187014, 0.121382, 1.54071
0.05, 0.195189, 0.120111, 1.62507
0.06, 0.201732, 0.119389, 1.6897
0.07, 0.207078, 0.118965, 1.74066
0.08, 0.211497, 0.118699, 1.7818
0.09, 0.215174, 0.118508, 1.8157
0.1, 0.218239, 0.11834, 1.84416
0.2, 0.228864, 0.114496, 1.99888
0.3, 0.220432, 0.106447, 2.07081
0.4, 0.202189, 0.0973483, 2.07697
0.5, 0.177656, 0.0896619, 1.98139
0.6, 0.148688, 0.0844964, 1.75969
0.7, 0.116455, 0.0817072, 1.42527
0.8, 0.0818117, 0.079757, 1.02576
0.9, 0.0454843, 0.0745, 0.610528
0.0001, 0.0562121, 0.283905, 0.197996
0.0002, 0.0620497, 0.254295, 0.244007
0.0003, 0.0664047, 0.23852, 0.278404
0.0004, 0.069934, 0.227991, 0.306741
0.0005, 0.0729315, 0.220197, 0.33121
0.0006, 0.0755541, 0.214071, 0.35294
0.0007, 0.0778967, 0.20906, 0.372604
0.0008, 0.0800205, 0.204846, 0.390636
0.0009, 0.0819681, 0.201228, 0.407339
0.001, 0.0837706, 0.198071, 0.422933
0.002, 0.0971107, 0.179264, 0.541719
0.003, 0.106182, 0.170025, 0.624507
0.004, 0.113225, 0.164407, 0.688684
0.005, 0.119047, 0.160672, 0.740933
0.006, 0.124042, 0.158078, 0.784689
0.007, 0.128436, 0.156245, 0.822016
0.008, 0.132368, 0.154952, 0.854256
0.009, 0.135934, 0.154057, 0.882361
0.01, 0.139201, 0.153469, 0.907032
0.02, 0.162433, 0.155717, 1.04313
0.03, 0.177216, 0.163319, 1.08509
0.04, 0.188019, 0.172216, 1.09176
0.05, 0.196418, 0.181272, 1.08356
0.06, 0.203176, 0.190044, 1.0691
0.07, 0.208729, 0.198335, 1.0524
0.08, 0.213346, 0.206058, 1.03537
0.09, 0.217211, 0.213177, 1.01893
0.1, 0.220457, 0.219686, 1.00351
0.2, 0.232533, 0.256165, 0.907745
0.3, 0.225121, 0.26029, 0.864885
0.4, 0.207794, 0.253919, 0.818347
0.5, 0.18439, 0.249712, 0.738408
0.6, 0.157081, 0.253343, 0.620033
0.7, 0.127339, 0.264893, 0.480718
0.8, 0.0963102, 0.27861, 0.345681
0.9, 0.0649624, 0.278168, 0.233536
0.0001, 0.0247433, 0.0851615, 0.290545
0.0002, 0.0247796, 0.0762686, 0.324899
0.0003, 0.0252588, 0.0715262, 0.35314
0.0004, 0.0257969, 0.0683577, 0.377381
0.0005, 0.0263262, 0.0660098, 0.398822
0.0006, 0.026831, 0.064162, 0.418176
0.0007, 0.0273085, 0.062649, 0.435897
0.0008, 0.0277598, 0.0613751, 0.452297
0.0009, 0.0281869, 0.0602797, 0.467601
0.001, 0.0285921, 0.0593227, 0.481977
0.002, 0.0318106, 0.053583, 0.593671
0.003, 0.0341478, 0.0507143, 0.673336
0.004, 0.0360153, 0.0489327, 0.736016
0.005, 0.0375854, 0.0477166, 0.787679
0.006, 0.0389477, 0.0468439, 0.831437
0.007, 0.0401558, 0.0462, 0.869173
0.008, 0.0412436, 0.0457186, 0.902119
0.009, 0.0422349, 0.0453578, 0.93115
0.01, 0.0431468, 0.0450896, 0.956914
0.02, 0.0497055, 0.0448852, 1.10739
0.03, 0.0539244, 0.0463545, 1.1633
0.04, 0.0570202, 0.0482757, 1.18114
0.05, 0.0594313, 0.0503041, 1.18144
0.06, 0.0613722, 0.0523028, 1.1734
0.07, 0.0629661, 0.0542093, 1.16154
0.08, 0.06429, 0.0559934, 1.14817
0.09, 0.0653966, 0.0576417, 1.13454
0.1, 0.0663235, 0.0591493, 1.12129
0.2, 0.069659, 0.0674049, 1.03344
0.3, 0.0672912, 0.0678309, 0.992044
0.4, 0.0619957, 0.0657376, 0.943078
0.5, 0.0548813, 0.0642437, 0.854269
0.6, 0.0465698, 0.0647464, 0.719264
0.7, 0.0374776, 0.0672556, 0.557241
0.8, 0.0279268, 0.0703262, 0.397104
0.9, 0.0181902, 0.0698726, 0.260334
0.0001, 0.0112606, 0, inf
0.0002, 0.00881475, 0, inf
0.0003, 0.00763683, 0, inf
0.0004, 0.00689688, 0, inf
0.0005, 0.00637237, 0, inf
0.0006, 0.00597353, 0, inf
0.0007, 0.00565563, 0, inf
0.0008, 0.00539406, 0, inf
0.0009, 0.00517346, 0, inf
0.001, 0.00498382, 0, inf
0.002, 0.00390361, 0, inf
0.003, 0.00339354, 0, inf
0.004, 0.00308167, 0, inf
0.005, 0.00286781, 0, inf
0.006, 0.0027114, 0, inf
0.007, 0.00259214, 0, inf
0.008, 0.00249883, 0, inf
0.009, 0.00242444, 0, inf
0.01, 0.00236439, 0, inf
0.02, 0.00214312, 0, inf
0.03, 0.00218469, 0, inf
0.04, 0.00231264, 0, inf
0.05, 0.00247847, 0, inf
0.06, 0.00266236, 0, inf
0.07, 0.00285443, 0, inf
0.08, 0.00304932, 0, inf
0.09, 0.00324369, 0, inf
0.1, 0.00343581, 0, inf
0.2, 0.00509732, 0, inf
0.3, 0.00634877, 0, inf
0.4, 0.00751761, 0, inf
0.5, 0.00899786, 0, inf
0.6, 0.0111984, 0, inf
0.7, 0.0145138, 0, inf
0.8, 0.0193318, 0, inf
0.9, 0.0259707, 0, inf
0.0001, -5.87363e-32, 0, -inf
0.0002, -2.87417e-18, 0, -inf
0.0003, 2.94577e-18, 0, inf
0.0004, 2.49656e-19, 0, inf
0.0005, -6.90437e-18, 0, -inf
0.0006, -4.95234e-18, 0, -inf
0.0007, -2.66974e-18, 0, -inf
0.0008, -4.08723e-18, 0, -inf
0.0009, -7.19785e-18, 0, -inf
0.001, -4.33681e-18, 0, -inf
0.002, -2.11257e-18, 0, -inf
0.003, -7.35035e-18, 0, -inf
0.004, -6.55532e-18, 0, -inf
0.005, -3.39571e-18, 0, -inf
0.006, -3.35733e-18, 0, -inf
0.007, -8.55941e-18, 0, -inf
0.008, -6.64918e-18, 0, -inf
0.009, -8.10474e-18, 0, -inf
0.01, -1.04083e-17, 0, -inf
0.02, -8.41931e-18, 0, -inf
0.03, -1.21294e-17, 0, -inf
0.04, -1.62166e-17, 0, -inf
0.05, 8.889e-20, 0, inf
0.06, 8.43639e-19, 0, inf
0.07, -1.04072e-17, 0, -inf
0.08, -3.2965e-18, 0, -inf
0.09, -4.6411e-18, 0, -inf
0.1, -6.93889e-18, 0, -inf
0.2, -5.36494e-18, 0, -inf
0.3, -1.17828e-17, 0, -inf
0.4, -1.02029e-17, 0, -inf
0.5, -1.37321e-17, 0, -inf
0.6, 4.51238e-19, 0, inf
0.7, -7.88672e-18, 0, -inf
0.8, -6.81248e-18, 0, -inf
0.9, -4.69501e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
