# mu value:
1.414214
# num_x_vals
36
# x, apfel++, SAL, ratio
0.2, 0.239255, 0.114496, 2.08964
0.3, 0.232591, 0.106447, 2.18503
0.4, 0.21487, 0.0973483, 2.20723
0.5, 0.190041, 0.0896619, 2.11953
0.6, 0.160139, 0.0844964, 1.89521
0.7, 0.126332, 0.0817072, 1.54616
0.8, 0.089206, 0.079757, 1.11847
0.9, 0.0484504, 0.0745, 0.650341
0.0001, 0.0520008, 0.283905, 0.183163
0.0002, 0.0580662, 0.254295, 0.228342
0.0003, 0.0624382, 0.23852, 0.261774
0.0004, 0.0659483, 0.227991, 0.289259
0.0005, 0.0689206, 0.220197, 0.312995
0.0006, 0.0715196, 0.214071, 0.334093
0.0007, 0.0738423, 0.20906, 0.353211
0.0008, 0.0759502, 0.204846, 0.370767
0.0009, 0.0778858, 0.201228, 0.387052
0.001, 0.0796796, 0.198071, 0.402279
0.002, 0.0930529, 0.179264, 0.519083
0.003, 0.10226, 0.170025, 0.601439
0.004, 0.109475, 0.164407, 0.665874
0.005, 0.115484, 0.160672, 0.718754
0.006, 0.120671, 0.158078, 0.76336
0.007, 0.125257, 0.156245, 0.801671
0.008, 0.129381, 0.154952, 0.834978
0.009, 0.133136, 0.154057, 0.8642
0.01, 0.13659, 0.153469, 0.890014
0.02, 0.161497, 0.155717, 1.03711
0.03, 0.177672, 0.163319, 1.08788
0.04, 0.189665, 0.172216, 1.10132
0.05, 0.199104, 0.181272, 1.09837
0.06, 0.206783, 0.190044, 1.08808
0.07, 0.21316, 0.198335, 1.07474
0.08, 0.21852, 0.206058, 1.06048
0.09, 0.223061, 0.213177, 1.04637
0.1, 0.226922, 0.219686, 1.03294
0.2, 0.243051, 0.256165, 0.948807
0.3, 0.237705, 0.26029, 0.913231
0.4, 0.221683, 0.253919, 0.873048
0.5, 0.199294, 0.249712, 0.798096
0.6, 0.172714, 0.253343, 0.681739
0.7, 0.142908, 0.264893, 0.539494
0.8, 0.109531, 0.27861, 0.393134
0.9, 0.0689114, 0.278168, 0.247733
0.0001, 0.0251604, 0.0851615, 0.295443
0.0002, 0.0256606, 0.0762686, 0.33645
0.0003, 0.0262585, 0.0715262, 0.367116
0.0004, 0.0268281, 0.0683577, 0.392466
0.0005, 0.0273571, 0.0660098, 0.41444
0.0006, 0.027848, 0.064162, 0.434026
0.0007, 0.0283056, 0.062649, 0.451812
0.0008, 0.0287343, 0.0613751, 0.468176
0.0009, 0.029138, 0.0602797, 0.48338
0.001, 0.0295199, 0.0593227, 0.497616
0.002, 0.0325497, 0.053583, 0.607463
0.003, 0.0347711, 0.0507143, 0.685627
0.004, 0.0365661, 0.0489327, 0.747272
0.005, 0.03809, 0.0477166, 0.798255
0.006, 0.0394235, 0.0468439, 0.841594
0.007, 0.0406147, 0.0462, 0.879105
0.008, 0.0416943, 0.0457186, 0.911977
0.009, 0.0426839, 0.0453578, 0.941048
0.01, 0.043599, 0.0450896, 0.966941
0.02, 0.0503141, 0.0448852, 1.12095
0.03, 0.0547565, 0.0463545, 1.18125
0.04, 0.0580793, 0.0482757, 1.20307
0.05, 0.0607076, 0.0503041, 1.20681
0.06, 0.062852, 0.0523028, 1.20169
0.07, 0.0646356, 0.0542093, 1.19233
0.08, 0.0661358, 0.0559934, 1.18113
0.09, 0.067406, 0.0576417, 1.1694
0.1, 0.0684852, 0.0591493, 1.15784
0.2, 0.0728756, 0.0674049, 1.08116
0.3, 0.0710593, 0.0678309, 1.0476
0.4, 0.0660873, 0.0657376, 1.00532
0.5, 0.0591855, 0.0642437, 0.921265
0.6, 0.0509807, 0.0647464, 0.787391
0.7, 0.041769, 0.0672556, 0.621049
0.8, 0.0315047, 0.0703262, 0.44798
0.9, 0.0193094, 0.0698726, 0.276351
0.0001, 0.0136604, 0, inf
0.0002, 0.0117789, 0, inf
0.0003, 0.0107627, 0, inf
0.0004, 0.0100757, 0, inf
0.0005, 0.00956121, 0, inf
0.0006, 0.0091523, 0, inf
0.0007, 0.00881419, 0, inf
0.0008, 0.00852701, 0, inf
0.0009, 0.00827797, 0, inf
0.001, 0.00805852, 0, inf
0.002, 0.00669379, 0, inf
0.003, 0.00596089, 0, inf
0.004, 0.00547288, 0, inf
0.005, 0.00511475, 0, inf
0.006, 0.00483681, 0, inf
0.007, 0.00461295, 0, inf
0.008, 0.00442815, 0, inf
0.009, 0.0042727, 0, inf
0.01, 0.00414005, 0, inf
0.02, 0.00345241, 0, inf
0.03, 0.003243, 0, inf
0.04, 0.00320769, 0, inf
0.05, 0.00325612, 0, inf
0.06, 0.00334986, 0, inf
0.07, 0.00346932, 0, inf
0.08, 0.00360378, 0, inf
0.09, 0.00374649, 0, inf
0.1, 0.00389403, 0, inf
0.2, 0.00536617, 0, inf
0.3, 0.00694639, 0, inf
0.4, 0.00913653, 0, inf
0.5, 0.0123581, 0, inf
0.6, 0.0167735, 0, inf
0.7, 0.0221041, 0, inf
0.8, 0.0271009, 0, inf
0.9, 0.0272813, 0, inf
0.0001, -5.20417e-18, 0, -inf
0.0002, -3.38563e-18, 0, -inf
0.0003, 1.34347e-18, 0, inf
0.0004, -5.02627e-18, 0, -inf
0.0005, -8.29941e-19, 0, -inf
0.0006, -6.9882e-18, 0, -inf
0.0007, -3.45087e-18, 0, -inf
0.0008, -6.17747e-18, 0, -inf
0.0009, -5.74537e-18, 0, -inf
0.001, -4.33681e-18, 0, -inf
0.002, -1.79445e-18, 0, -inf
0.003, -4.16654e-18, 0, -inf
0.004, -5.52976e-18, 0, -inf
0.005, -5.29655e-18, 0, -inf
0.006, -6.35916e-18, 0, -inf
0.007, -3.29981e-18, 0, -inf
0.008, -8.75036e-18, 0, -inf
0.009, -1.11666e-17, 0, -inf
0.01, -1.04083e-17, 0, -inf
0.02, -9.11197e-18, 0, -inf
0.03, -1.87155e-18, 0, -inf
0.04, -2.04254e-17, 0, -inf
0.05, -1.56889e-17, 0, -inf
0.06, -9.05165e-18, 0, -inf
0.07, -1.70046e-17, 0, -inf
0.08, -1.73451e-17, 0, -inf
0.09, -1.42297e-17, 0, -inf
0.1, -6.93889e-18, 0, -inf
0.2, -7.51754e-18, 0, -inf
0.3, -1.2025e-17, 0, -inf
0.4, -5.80755e-18, 0, -inf
0.5, -5.03102e-18, 0, -inf
0.6, -1.41322e-17, 0, -inf
0.7, -6.89516e-18, 0, -inf
0.8, -4.60905e-18, 0, -inf
0.9, -7.78578e-18, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
