# mu values:
1.414214
# num_x_vals
36
# x, apfel++, lhapdf, ratio
0.08, 0.146951, 0.146951, 1
0.09, 0.151164, 0.151164, 1
0.1, 0.155368, 0.155368, 1
0.2, 0.192535, 0.192535, 1
0.3, 0.221854, 0.221853, 1
0.4, 0.250914, 0.250914, 0.999999
0.5, 0.285637, 0.285637, 1
0.6, 0.324126, 0.324126, 1
0.7, 0.3514, 0.3514, 1
0.8, 0.335483, 0.33549, 0.999979
0.9, 0.228291, 0.228291, 1
0.0001, 0.416597, 0.416597, 1
0.0002, 0.351027, 0.351027, 1
0.0003, 0.316528, 0.316524, 1.00001
0.0004, 0.29365, 0.293649, 1
0.0005, 0.27678, 0.27678, 1
0.0006, 0.263547, 0.263544, 1.00001
0.0007, 0.252726, 0.252725, 1
0.0008, 0.243623, 0.243622, 1
0.0009, 0.235797, 0.235796, 1.00001
0.001, 0.228952, 0.228952, 1
0.002, 0.187465, 0.187465, 1
0.003, 0.165859, 0.165857, 1.00001
0.004, 0.151628, 0.151628, 1
0.005, 0.141189, 0.141189, 1
0.006, 0.133035, 0.133033, 1.00002
0.007, 0.126392, 0.126391, 1
0.008, 0.120824, 0.120823, 1.00001
0.009, 0.116054, 0.116054, 0.999999
0.01, 0.111889, 0.111889, 1
0.02, 0.0869773, 0.086977, 1
0.03, 0.0743382, 0.0743374, 1.00001
0.04, 0.0662408, 0.0662405, 1
0.05, 0.0604811, 0.060481, 1
0.06, 0.0561336, 0.0561312, 1.00004
0.07, 0.0527202, 0.05272, 1
0.08, 0.0499765, 0.0499761, 1.00001
0.09, 0.047726, 0.0477257, 1.00001
0.1, 0.0458584, 0.0458584, 1
0.2, 0.0376386, 0.0376386, 1
0.3, 0.0374422, 0.0374419, 1.00001
0.4, 0.0414676, 0.0414677, 0.999998
0.5, 0.049384, 0.0493841, 0.999999
0.6, 0.0602271, 0.0602272, 0.999998
0.7, 0.0701684, 0.0701684, 1
0.8, 0.0708854, 0.070887, 0.999976
0.9, 0.0495975, 0.0495975, 1
0.0001, -2.08167e-17, 0, -inf
0.0002, -2.03168e-17, 0, -inf
0.0003, 5.41457e-18, 0, inf
0.0004, -8.22732e-19, 0, -inf
0.0005, 3.3826e-18, 0, inf
0.0006, 2.936e-18, 0, inf
0.0007, 4.53396e-18, 0, inf
0.0008, -8.88199e-18, 0, -inf
0.0009, 3.22724e-18, 0, inf
0.001, -1.94973e-31, 0, -inf
0.002, -7.02954e-18, 0, -inf
0.003, -1.82363e-18, 0, -inf
0.004, -2.93993e-18, 0, -inf
0.005, -8.58456e-18, 0, -inf
0.006, -2.72805e-18, 0, -inf
0.007, -6.51973e-18, 0, -inf
0.008, -8.20879e-18, 0, -inf
0.009, -9.92801e-19, 0, -inf
0.01, 1.73472e-18, 0, inf
0.02, -5.04074e-18, 0, -inf
0.03, -7.62164e-19, 0, -inf
0.04, -3.65894e-18, 0, -inf
0.05, -3.45012e-18, 0, -inf
0.06, -2.23427e-18, 0, -inf
0.07, -3.67903e-18, 0, -inf
0.08, -5.69676e-19, 0, -inf
0.09, -5.60828e-18, 0, -inf
0.1, -3.46945e-18, 0, -inf
0.2, 6.85896e-19, 0, inf
0.3, -4.35553e-18, 0, -inf
0.4, -4.54465e-18, 0, -inf
0.5, -5.37433e-19, 0, -inf
0.6, 8.10938e-18, 0, inf
0.7, -6.0754e-19, 0, -inf
0.8, -2.90678e-18, 0, -inf
0.9, -2.54581e-18, 0, -inf
0.0001, -2.08167e-17, 0, -inf
0.0002, -2.79427e-17, 0, -inf
0.0003, -1.62437e-17, 0, -inf
0.0004, -4.75279e-19, 0, -inf
0.0005, -2.44029e-17, 0, -inf
0.0006, -6.89479e-18, 0, -inf
0.0007, -2.512e-17, 0, -inf
0.0008, -4.45532e-18, 0, -inf
0.0009, -9.03566e-18, 0, -inf
0.001, -6.93889e-18, 0, -inf
0.002, -1.37597e-17, 0, -inf
0.003, -1.63738e-17, 0, -inf
0.004, -3.64451e-18, 0, -inf
0.005, -8.67583e-18, 0, -inf
0.006, -1.32625e-17, 0, -inf
0.007, -1.73849e-17, 0, -inf
0.008, -1.57271e-17, 0, -inf
0.009, -1.55633e-17, 0, -inf
0.01, -1.21431e-17, 0, -inf
0.02, -1.60142e-18, 0, -inf
0.03, 3.12223e-18, 0, inf
0.04, -9.91228e-18, 0, -inf
0.05, -8.69141e-18, 0, -inf
0.06, -4.76719e-18, 0, -inf
0.07, 9.48102e-20, 0, inf
0.08, -2.74627e-18, 0, -inf
0.09, -4.60156e-18, 0, -inf
0.1, -1.04083e-17, 0, -inf
0.2, -1.05606e-17, 0, -inf
0.3, -6.37636e-18, 0, -inf
0.4, -1.47911e-17, 0, -inf
0.5, -6.63441e-20, 0, -inf
0.6, 1.94891e-18, 0, inf
0.7, -1.71071e-18, 0, -inf
0.8, -2.0272e-18, 0, -inf
0.9, -1.1025e-17, 0, -inf
0.0001, 0, 0, -nan
0.0002, 0, 0, -nan
0.0003, 0, 0, -nan
0.0004, 0, 0, -nan
0.0005, 0, 0, -nan
0.0006, 0, 0, -nan
0.0007, 0, 0, -nan
0.0008, 0, 0, -nan
0.0009, 0, 0, -nan
0.001, 0, 0, -nan
0.002, 0, 0, -nan
0.003, 0, 0, -nan
0.004, 0, 0, -nan
0.005, 0, 0, -nan
0.006, 0, 0, -nan
0.007, 0, 0, -nan
0.008, 0, 0, -nan
0.009, 0, 0, -nan
0.01, 0, 0, -nan
0.02, 0, 0, -nan
0.03, 0, 0, -nan
0.04, 0, 0, -nan
0.05, 0, 0, -nan
0.06, 0, 0, -nan
0.07, 0, 0, -nan
0.08, 0, 0, -nan
0.09, 0, 0, -nan
0.1, 0, 0, -nan
0.2, 0, 0, -nan
0.3, 0, 0, -nan
0.4, 0, 0, -nan
0.5, 0, 0, -nan
0.6, 0, 0, -nan
0.7, 0, 0, -nan
0.8, 0, 0, -nan
0.9, 0, 0, -nan
